Date,RAFI Fundamental High Liquidity Developed ex US Large Index
2025-12-18,0.0009156746857572617
2025-12-17,0.0012015307362671646
2025-12-16,-0.009370807389315061
2025-12-15,0.004353384237985036
2025-12-12,0.0017721291162200448
2025-12-11,0.009518019245686515
2025-12-10,0.003203869882221211
2025-12-09,-0.002447723617036157
2025-12-08,-0.00025170248765948866
2025-12-05,-0.003254514157485122
2025-12-04,0.010414466179391013
2025-12-03,0.005586829527350012
2025-12-02,0.0006022389117188442
2025-12-01,-0.0006018764383075581
2025-11-28,0.003396164749515096
2025-11-27,0.0028000626986051103
2025-11-26,0.014719703870790468
2025-11-25,0.009937425615339501
2025-11-24,0.004297101289863603
2025-11-21,-0.0036530747930533236
2025-11-20,0.0028869333294254673
2025-11-19,-0.00479093441451417
2025-11-18,-0.020611341236966396
2025-11-17,-0.005073400883936929
2025-11-14,-0.010692067062669341
2025-11-13,0.0025088267006816434
2025-11-12,0.007719512541544793
2025-11-11,0.011413344059530317
2025-11-10,0.010575904069218822
2025-11-07,-0.001608835550917287
2025-11-06,0.007321969558711006
2025-11-05,-0.0035352910795731773
2025-11-04,-0.009010892366692724
2025-11-03,0.0009452341438775935
2025-10-31,-0.0003462254216017868
2025-10-30,-0.007523856567088427
2025-10-29,0.001699509508648278
2025-10-28,-0.0014106796325071835
2025-10-27,0.00811405883414551
2025-10-24,0.004787291916004799
2025-10-23,5.0776886361347806e-05
2025-10-22,0.004283528811830584
2025-10-21,-0.004734525786127097
2025-10-20,0.011247241346442838
2025-10-17,-0.00622978053685419
2025-10-16,0.009495928740079318
2025-10-15,0.012587235500473026
2025-10-14,-0.004064950189524574
2025-10-13,0.00027453366376306576
2025-10-10,-0.01142798462576633
2025-10-09,-0.0025460930640914814
2025-10-08,-0.0006288112542591762
2025-10-07,-0.004375141045520281
2025-10-06,0.001764813126709175
2025-10-03,0.008190514002544003
2025-10-02,0.00048549045569878935
2025-10-01,0.004588986432561892
2025-09-30,0.00347036839295245
2025-09-29,0.0029973299219800964
2025-09-26,0.004032468841710379
2025-09-25,-0.005118794668727
2025-09-24,-0.0037820194947932873
2025-09-23,0.004744376278118745
2025-09-22,0.0021910702707537144
2025-09-19,-0.0026386989356008694
2025-09-18,-0.003953505589694317
2025-09-17,-0.0035705327766054618
2025-09-16,0.004029331160654737
2025-09-15,0.00429210089784493
2025-09-12,0.00023065132959332324
2025-09-11,0.005032565860808136
2025-09-10,0.0016478289853119055
2025-09-09,0.00152281217649608
2025-09-08,0.00468025775332559
2025-09-05,0.009272359393303065
2025-09-04,0.004224179416864704
2025-09-03,-0.0011825922421949686
2025-09-02,-0.007804752496233913
2025-09-01,-0.0011870917009435544
2025-08-29,-0.0013968484079706078
2025-08-28,0.006803703647393355
2025-08-27,-0.003446943583760742
2025-08-26,-0.009945472409939371
2025-08-25,-0.003877590663897479
2025-08-22,0.013125227080053481
2025-08-21,-0.003950661962061619
2025-08-20,0.0014345469096839203
2025-08-19,0.005008119223589569
2025-08-18,-0.005591313468198966
2025-08-15,0.007978521121404514
2025-08-14,-0.004218578407240603
2025-08-13,0.011018714202578828
2025-08-12,0.009234859081459934
2025-08-11,-0.0026821015961588923
2025-08-08,0.0076809568188882515
2025-08-07,0.006181184505622106
2025-08-06,0.00759818588390937
2025-08-05,0.005438697879145193
2025-08-04,0.0049724723928332715
2025-08-01,-0.00357530738923284
2025-07-31,-0.008847401959628964
2025-07-30,-0.0022656360243965556
2025-07-29,-0.006271277548826615
2025-07-28,-0.007392571857190333
2025-07-25,-0.007620173122966256
2025-07-24,0.006239189523103539
2025-07-23,0.018922257452851587
2025-07-22,0.00309375172642401
2025-07-21,0.0060742246430895985
2025-07-18,0.0038738681290653165
2025-07-17,0.005288631045866854
2025-07-16,-0.005086340226732822
2025-07-15,-0.007917111559299306
2025-07-14,-0.0012086453692293775
2025-07-11,-0.003079249324691391
2025-07-10,0.001893655465168509
2025-07-09,0.007432196114591116
2025-07-08,0.0010423877841700957
2025-07-07,-0.006992841226947211
2025-07-04,-0.0025692758740266664
2025-07-03,0.003940309844444823
2025-07-02,0.003644968910559321
2025-07-01,0.0037143016554945785
2025-06-30,0.0005821928733209525
2025-06-27,0.008923470578295678
2025-06-26,0.010891491784610352
2025-06-25,-0.006079617113475599
2025-06-24,0.01722904347969134
2025-06-23,-0.005064803299077325
2025-06-20,0.001951171522733608
2025-06-19,-0.01042486390887798
2025-06-18,0.00010547667342830636
2025-06-17,-0.0085350451689713
2025-06-16,0.008436696384388709
2025-06-13,-0.009306512147489676
2025-06-12,0.0063651510004689715
2025-06-11,0.0024403888406936414
2025-06-10,0.0019414794235674826
2025-06-09,0.003758938690975988
2025-06-06,-0.0035020150806031047
2025-06-05,0.0007887782069526672
2025-06-04,0.007248750921451386
2025-06-03,-0.0032167466771169106
2025-06-02,0.005442411406900272
2025-05-30,-0.00017235436056528552
2025-05-29,0.007358290892254926
2025-05-28,-0.004837913444133868
2025-05-27,-0.0018806100074728604
2025-05-26,0.010296362670914716
2025-05-23,0.002820557621745712
2025-05-22,-0.008971198166181305
2025-05-21,0.005171856480982617
2025-05-20,0.006800847811211597
2025-05-19,0.007541554215955815
2025-05-16,0.0017180828216984967
2025-05-15,0.0007754224788234509
2025-05-14,0.0027298389141494628
2025-05-13,0.0070643107615835365
2025-05-12,-0.0025468622656886764
2025-05-09,0.0072168827171050776
2025-05-08,-0.005188928018509897
2025-05-07,0.0003318612309497482
2025-05-06,0.001798683806731205
2025-05-05,-0.0006985262799217296
2025-05-02,0.016944747648006908
2025-05-01,-0.007761933004976962
2025-04-30,0.001903269144648334
2025-04-29,0.0035000993855383022
2025-04-28,0.009016629315381497
2025-04-25,0.003105264078655079
2025-04-24,0.004269299694297235
2025-04-23,0.0071219399987614285
2025-04-22,0.006142014046518929
2025-04-21,0.005963734049697855
2025-04-18,0.003297157437021747
2025-04-17,0.003914353229792278
2025-04-16,0.002060625779513048
2025-04-15,0.012157303987485824
2025-04-14,0.023692022437188154
2025-04-11,0.003439170840341621
2025-04-10,0.05189234069051407
2025-04-09,-0.014628967693551487
2025-04-08,0.02359779076027335
2025-04-07,-0.05809771534279251
2025-04-04,-0.050627607602610314
2025-04-03,-0.0067033268690945835
2025-04-02,-0.0014236448846054461
2025-04-01,0.008237790417773727
2025-03-31,-0.019107834649456423
2025-03-28,-0.006576432567675483
2025-03-27,-0.00285003941543871
2025-03-26,-0.0013582019828018987
2025-03-25,0.006688380680333728
2025-03-24,-0.004206016772033916
2025-03-21,-0.005485264819270919
2025-03-20,-0.0022631443077187896
2025-03-19,-6.023215192274556e-05
2025-03-18,0.00616423531448862
2025-03-17,0.014251593754939229
2025-03-14,0.007457603128123713
2025-03-13,-0.003130677108136082
2025-03-12,0.005194667044890577
2025-03-11,-0.01016961050128562
2025-03-10,-0.0062952855112522466
2025-03-07,-0.0016886745645569023
2025-03-06,0.013971756398940771
2025-03-05,0.02188069339971488
2025-03-04,-0.012522265764160934
2025-03-03,0.01434611354027382
2025-02-28,-0.009272518974652644
2025-02-27,-0.007047573341865121
2025-02-26,0.0055406117907794705
2025-02-25,0.0021762883089433416
2025-02-24,0.002064113149298219
2025-02-21,0.0006825202959983567
2025-02-20,0.002250184515130149
2025-02-19,-0.0072200875703690715
2025-02-18,0.0019338549966871899
2025-02-17,0.0026031381278950327
2025-02-14,0.005242594046362292
2025-02-13,0.015206617626851493
2025-02-12,-0.00020149287905824043
2025-02-11,0.0011828785211267512
2025-02-10,0.001699258755775146
2025-02-07,-0.0031223675054020683
2025-02-06,0.007147007017899831
2025-02-05,0.012521476058863223
2025-02-04,0.010187141563537505
2025-02-03,-0.020519785285992742
2025-01-31,-0.004579942060973896
2025-01-30,0.008851281765803076
2025-01-29,0.004744947423372281
2025-01-28,-0.00529473401147984
2025-01-27,0.0025285625307935877
2025-01-24,0.006992810604358635
2025-01-23,0.0032306536438768685
2025-01-22,0.001467213423121727
2025-01-21,0.0015920116810324014
2025-01-20,0.01159732413425063
2025-01-17,0.0033080923971240406
2025-01-16,0.004388534114371012
2025-01-15,0.012434860387337654
2025-01-14,0.003776751993285643
2025-01-13,-0.005174656802780397
2025-01-10,-0.009767540233421301
2025-01-09,-0.0027324238037254034
2025-01-08,-0.0072809989720943324
2025-01-07,0.0023850865309393843
2025-01-06,0.009117077913950666
2025-01-03,-0.00015401349543231468
2025-01-02,-0.00010587306781661976
2025-01-01,9.624916984973808e-06
2024-12-31,0.0021123092652250985
2024-12-30,-0.00487589503388175
2024-12-27,0.009104468938263777
2024-12-26,0.0018631008985583453
2024-12-25,0.0013214403700032573
2024-12-24,0.0025326813302424256
2024-12-23,0.0036859240719193664
2024-12-20,-0.0006058059662115145
2024-12-19,-0.02226914037869976
2024-12-18,-0.0034843869002285643
2024-12-17,-0.006197076493684506
2024-12-16,-0.004830144621873922
2024-12-13,-0.007503901468073337
2024-12-12,0.0011132732103429355
2024-12-11,-0.00034602399723171473
2024-12-10,-0.00708502024291513
2024-12-09,0.001730135992409787
2024-12-06,-0.002718021502982504
2024-12-05,0.005850408688836906
2024-12-04,-0.004088763334943901
2024-12-03,0.010858946419177729
2024-12-02,-0.00014088343304774487
2024-11-29,0.0033737619330336255
2024-11-28,0.003138559854794165
2024-11-27,0.005197939829332698
2024-11-26,-0.006926619356787067
2024-11-25,0.006649694114070792
2024-11-22,-4.7495559165278145e-05
2024-11-21,0.003469673717221955
2024-11-20,-0.007933956197753278
2024-11-19,0.0026168082524271608
2024-11-18,0.004476105217043447
2024-11-15,0.0014687929192735982
2024-11-14,0.0035510207988358466
2024-11-13,-0.007636705578404346
2024-11-12,-0.01579867440708238
2024-11-11,-0.005522242365081587
2024-11-08,-0.00896460225911666
2024-11-07,0.01565526598980016
2024-11-06,-0.012201321809862664
2024-11-05,0.003683155824395934
2024-11-04,0.005297519119567218
2024-11-01,0.00039187146615926594
2024-10-31,-0.007243423490181478
2024-10-30,-0.0006664691943126799
2024-10-29,-0.003045348000221604
2024-10-28,0.0033611422327983753
2024-10-25,-0.0003887413111688387
2024-10-24,0.0022077307681604985
2024-10-23,-0.007631268871050811
2024-10-22,-0.007265117384192221
2024-10-21,-0.006969463224284378
2024-10-18,0.0026933821053876095
2024-10-17,0.0009381033917446047
2024-10-16,-0.004289510197789004
2024-10-15,-0.0021446799268818317
2024-10-14,9.955201592837248e-05
2024-10-11,0.0007336026228557113
2024-10-10,0.000870211570187962
2024-10-09,0.0010980335217838366
2024-10-08,-0.011951941181744807
2024-10-07,0.006443112907883242
2024-10-04,-0.0010276751104298931
2024-10-03,-0.004638976374420234
2024-10-02,-0.009632901156125806
2024-10-01,-0.002853269297227401
2024-09-30,-0.016660131573214887
2024-09-27,0.014524142076695945
2024-09-26,0.013302041437874612
2024-09-25,-0.0033745480516003123
2024-09-24,0.008689779378658447
2024-09-23,0.0036694262680307954
2024-09-20,-0.005661699947876353
2024-09-19,0.011820975867023131
2024-09-18,-0.0004544463026247003
2024-09-17,8.180702631421788e-05
2024-09-16,0.0028531840805090525
2024-09-13,0.009468773292354182
2024-09-12,0.013551576198470361
2024-09-11,-0.003929656364092371
2024-09-10,-0.007441217150760626
2024-09-09,-0.004095650896268066
2024-09-06,-0.004525052335201174
2024-09-05,-0.0003563922142008069
2024-09-04,-0.010712832798445149
2024-09-03,-0.006118818286371286
2024-09-02,-0.0006465052797931525
2024-08-30,0.002764246675250659
2024-08-29,-0.0014924433815530769
2024-08-28,-0.0010956542043485396
2024-08-27,0.002665394001062582
2024-08-26,0.001406710731579608
2024-08-23,0.011630877013738106
2024-08-22,-2.7366020524444146e-05
2024-08-21,0.0015897524919827877
2024-08-20,0.00312528640821208
2024-08-19,0.009072496740004876
2024-08-16,0.014219654263551318
2024-08-15,0.0033503675052000137
2024-08-14,0.01113363213337526
2024-08-13,0.012330575009392497
2024-08-12,0.00032763821032411045
2024-08-09,0.008454564006880272
2024-08-08,-0.0027619490638447486
2024-08-07,0.011885149446928533
2024-08-06,0.01852758162623247
2024-08-05,-0.045129848454503074
2024-08-02,-0.021610726982616235
2024-08-01,-0.018967237575635565
2024-07-31,0.017985108702742725
2024-07-30,-0.0016095418853037113
2024-07-29,0.0032950313167989798
2024-07-26,0.004208769989314076
2024-07-25,-0.012615114072840106
2024-07-24,-0.002244015957446721
2024-07-23,-0.0007658875529431564
2024-07-22,0.0011547770818320924
2024-07-19,-0.011090809428101478
2024-07-18,-0.00370447905194482
2024-07-17,0.009491519194369635
2024-07-16,-0.003880722693075156
2024-07-15,-0.004083641733359955
2024-07-12,0.0030629691600148057
2024-07-11,0.015553038181548073
2024-07-10,0.006081554486430996
2024-07-09,-0.004491853284725678
2024-07-08,-0.0024769237905284403
2024-07-05,-0.0024892656203732155
2024-07-04,0.009906171731898006
2024-07-03,0.011169700062368948
2024-07-02,0.0010310936214088517
2024-07-01,0.0042368453551446805
2024-06-28,0.0018368007309135237
2024-06-27,-0.00023787095976179895
2024-06-26,-0.004989301876431873
2024-06-25,0.0021822460055409554
2024-06-24,0.009878790782350322
2024-06-21,-0.009058194627749927
2024-06-20,0.0017120193267958772
2024-06-19,0.00339749768569364
2024-06-18,0.008285059948807572
2024-06-17,-0.004692947170823358
2024-06-14,-0.009054154091452715
2024-06-13,-0.016750496915855506
2024-06-12,0.012155958970096359
2024-06-11,-0.009366081871344911
2024-06-10,-0.003245572311910694
2024-06-07,-0.00675300133392609
2024-06-06,0.005635928344527308
2024-06-05,-0.004894553881807595
2024-06-04,-0.006071830025614067
2024-06-03,0.007734375725387821
2024-05-31,0.007615519193166609
2024-05-30,0.0032381595990311762
2024-05-29,-0.016423408203395384
2024-05-28,9.232672581749313e-05
2024-05-27,0.008191304185942494
2024-05-24,-0.0015520734586145224
2024-05-23,-0.0018923582122779559
2024-05-22,-0.008033126293996107
2024-05-21,-0.002505782575173532
2024-05-20,0.003463139667685855
2024-05-17,0.0011249423697556882
2024-05-16,0.0028202875768643665
2024-05-15,0.0052986288635836765
2024-05-14,0.002918088419011422
2024-05-13,0.0020833527966437337
2024-05-10,0.005873287349408951
2024-05-09,0.0036689460033012544
2024-05-08,-0.006465820175233339
2024-05-07,0.008076705082184166
2024-05-06,0.0035169543743895915
2024-05-03,0.009126130004305066
2024-05-02,0.007906281637178658
2024-05-01,-0.004511206027738912
2024-04-30,-0.00226963666660307
2024-04-29,0.0066420521916845665
2024-04-26,0.0034242931349692807
2024-04-25,-0.007459963900303457
2024-04-24,0.003081782811356515
2024-04-23,0.007871875758310942
2024-04-22,0.009613500058798019
2024-04-19,-0.00473036896877943
2024-04-18,0.0072303596514495805
2024-04-17,-0.001765173134064879
2024-04-16,-0.02005573707476449
2024-04-15,-0.004343915647664565
2024-04-12,-0.0024624899782382803
2024-04-11,-0.006834576701771677
2024-04-10,-0.008794595458004872
2024-04-09,0.0018261401609640515
2024-04-08,0.008075229636377523
2024-04-05,-0.010850384831988302
2024-04-04,0.009714258636212891
2024-04-03,0.003719417069365738
2024-04-02,0.0005901277341000544
2024-04-01,-0.009671216348691836
2024-03-29,0.0023147492040096473
2024-03-28,-5.66845222911283e-05
2024-03-27,0.003079868086880655
2024-03-26,0.0017657445556209517
2024-03-25,-0.0020747084513578207
2024-03-22,-0.0009180911276430725
2024-03-21,0.014168058515233506
2024-03-20,-0.00016315562167090736
2024-03-19,0.000605001344447631
2024-03-18,0.0033337829765094362
2024-03-15,-0.001058751058751306
2024-03-14,-0.002314259100991811
2024-03-13,0.0033239556035142837
2024-03-12,0.00247256992736844
2024-03-11,-0.010616644528748997
2024-03-08,0.007635719375276961
2024-03-07,0.006951918322231743
2024-03-06,0.007010417988849493
2024-03-05,0.002152662941907524
2024-03-04,-0.00039124013341285124
2024-03-01,0.006755093399505974
2024-02-29,0.0026459989139555606
2024-02-28,-0.0021477197718294816
2024-02-27,0.0020435160322223034
2024-02-26,-0.0024619384318438353
2024-02-23,0.003022520742789414
2024-02-22,0.007684038698889228
2024-02-21,-0.0024623694348464564
2024-02-20,0.001421852783550115
2024-02-19,0.004404186473854432
2024-02-16,0.009140841521793952
2024-02-15,0.009009650291339266
2024-02-14,-0.0030312861169122796
2024-02-13,-0.003686756966960636
2024-02-12,0.003100398188394804
2024-02-09,-0.0007593245049205555
2024-02-08,-0.0027361852932563657
2024-02-07,0.0016180738852986654
2024-02-06,0.004724745473389191
2024-02-05,-0.008113038307650533
2024-02-02,-0.0020316821724917222
2024-02-01,-0.005750000000000033
2024-01-31,0.007921725999999962
2024-01-30,0.0007752809999999055
2024-01-29,0.006122240999999917
2024-01-26,0.0004525660000000986
2024-01-25,-0.0014920620000000717
2024-01-24,0.00753590400000026
2024-01-23,-0.002195539000000135
2024-01-22,0.008263565999999889
2024-01-19,0.003363145000000012
2024-01-18,0.003281378000000057
2024-01-17,-0.015001407999999938
2024-01-16,-0.014074518000000147
2024-01-15,-0.0008768200000000004
2024-01-12,0.007263449999999949
2024-01-11,3.735880000022007e-05
2024-01-10,-0.000997542000000129
2024-01-09,-0.0036968689999999915
2024-01-08,-0.0012735059999998688
2024-01-05,0.0037823130000003147
2024-01-04,-0.0003103519999998472
2024-01-03,-0.008880498999999986
2024-01-02,-0.004051828000000146
2023-12-29,-0.001179944999999849
2023-12-28,0.003397088000000048
2023-12-27,0.010902282000000207
2023-12-26,0
2023-12-22,0.004064062999999951
2023-12-21,-9.679999999989697e-05
2023-12-20,0.004927545999999783
2023-12-19,0.0060825480000001875
2023-12-18,-0.005842795000000067
2023-12-15,-0.0009030500000000163
2023-12-14,0.021075215000000203
2023-12-13,0.000428064999999922
2023-12-12,0.0007016639999999352
2023-12-11,-0.00013996199999999348
2023-12-08,-0.0019245690000001536
2023-12-07,0.0016468350000000687
2023-12-06,0.007960353000000309
2023-12-05,-0.0033231019999998557
2023-12-04,-0.004064899999999927
2023-12-01,0.002885545000000045
2023-11-30,0.0007214339999999098
2023-11-29,0.00028013400000004296
2023-11-28,0.00552504400000009
2023-11-27,-0.002648530999999843
2023-11-24,0.005969966000000104
2023-11-23,0.0036495029999998874
2023-11-22,-0.006276295000000154
2023-11-21,-0.0016869119999998183
2023-11-20,0.003130467000000081
2023-11-17,0.011245208000000284
2023-11-16,-0.004113417000000008
2023-11-15,0.010833641999999921
2023-11-14,0.018428608000000013
2023-11-13,0.004314284999999973
2023-11-10,-0.006509136999999665
2023-11-09,0.00906362999999999
2023-11-08,-0.006878924999999869
2023-11-07,-0.014885797000000256
2023-11-06,0.01248577399999995
2023-11-03,0.008252252999999987
2023-11-02,0.018166673999999938
2023-11-01,0.013012481999999936
2023-10-31,-0.004395149999999903
2023-10-30,0.00044226699999971864
2023-10-27,0.005690892999999919
2023-10-26,-0.010768482000000024
2023-10-25,0.00015766700000030553
2023-10-24,0.0008779149999997848
2023-10-23,-0.003004573999999982
2023-10-20,-0.009346881000000029
2023-10-19,-0.012032779999999965
2023-10-18,-0.005787440000000088
2023-10-17,0.004275707999999989
2023-10-16,-0.00033872499999976213
2023-10-13,-0.011754214000000096
2023-10-12,-6.640000000024404e-05
2023-10-11,0.0025879349999999857
2023-10-10,0.021482978000000097
2023-10-09,0.001286022999999803
2023-10-06,0.004400607000000001
2023-10-05,0.01122285699999992
2023-10-04,-0.015151291999999983
2023-10-03,-0.013493480999999918
2023-10-02,-0.013517326999999746
2023-09-29,-0.0032190370000000357
2023-09-28,0.0039748889999999815
2023-09-27,-0.0037538320000000125
2023-09-26,-0.006743405999999896
2023-09-25,-0.007103997999999834
2023-09-22,-0.0037185739999999745
2023-09-21,-0.013480859000000178
2023-09-20,0.0006187600000000515
2023-09-19,0.003181294000000001
2023-09-18,-0.004319273000000012
2023-09-15,0.0057867830000000176
2023-09-14,0.012147871999999893
2023-09-13,-0.0003868989999999961
2023-09-12,-3.5899999999977616e-05
2023-09-11,0.008467003999999667
2023-09-08,-0.002694602000000157
2023-09-07,-0.0023856229999998924
2023-09-06,-0.000746319999999856
2023-09-05,-0.008726520999999932
2023-09-04,0.003373996999999962
2023-09-01,0.0021480809999998574
2023-08-31,0.00025191099999988253
2023-08-30,0.007604166999999995
2023-08-29,0.008811349999999996
2023-08-28,0.012195270000000091
2023-08-25,-0.008357411999999953
2023-08-24,-0.0010181559999999923
2023-08-23,0.00479360399999984
2023-08-22,0.006262065000000261
2023-08-21,-0.000873088999999938
2023-08-18,-0.0041887999999999925
2023-08-17,-0.005306607999999935
2023-08-16,-0.009980357000000106
2023-08-15,-0.0020893039999998475
2023-08-14,-0.010738688000000107
2023-08-11,-0.007437190999999954
2023-08-10,0.007618318000000013
2023-08-09,0.0029585960000000355
2023-08-08,-0.006185723999999837
2023-08-07,-0.0014753030000000944
2023-08-04,0.007476318000000148
2023-08-03,-0.005526263999999892
2023-08-02,-0.018097190000000096
2023-08-01,-0.0061272320000000935
2023-07-31,0.0030271250000000194
2023-07-28,0.0007689829999999453
2023-07-27,0.00016803199999992913
2023-07-26,-0.0005788989999999661
2023-07-25,0.003106629999999999
2023-07-24,0.007240895000000025
2023-07-21,-0.0029683660000000556
2023-07-20,-0.0016941620000001656
2023-07-19,0.0017020919999999329
2023-07-18,0.005906417999999913
2023-07-17,-0.0027057199999996895
2023-07-14,-0.0008778960000002112
2023-07-13,0.010943536999999948
2023-07-12,0.018888665999999832
2023-07-11,0.009030719999999937
2023-07-10,0.001152159000000097
2023-07-07,0.006146004999999954
2023-07-06,-0.017113727999999995
2023-07-05,-0.006309523999999955
2023-07-04,-0.0015834739999999181
2023-07-03,0.009154552000000038
2023-06-30,0.006708969999999814
2023-06-29,-0.00023837799999992804
2023-06-28,0.004490192000000226
2023-06-27,0.0024976329999999436
2023-06-26,0.002715065000000072
2023-06-23,-0.014960319999999805
2023-06-22,-0.004303303000000147
2023-06-21,0.0007021080000000346
2023-06-20,-0.005203599999999975
2023-06-19,-0.006940135999999986
2023-06-16,0.0014298090000002261
2023-06-15,9.835119999990205e-05
2023-06-14,0.01142451500000008
2023-06-13,0.012431196000000089
2023-06-12,-7.580000000007026e-05
2023-06-09,0.004525753000000243
2023-06-08,0.00486421899999967
2023-06-07,-0.0018342739999999136
2023-06-06,0.0036438850000000134
2023-06-05,0.004059575000000093
2023-06-02,0.01677805500000007
2023-06-01,0.013429323999999854
2023-05-31,-0.017567376999999995
2023-05-30,-0.002365992999999955
2023-05-29,0.003372103000000015
2023-05-26,0.00277067799999986
2023-05-25,-0.009877637000000106
2023-05-24,-0.011897119999999983
2023-05-23,-0.0038342729999999436
2023-05-22,0.0036928179999999866
2023-05-19,0.004856213000000054
2023-05-18,0.002171195999999931
2023-05-17,-0.0028854120000001426
2023-05-16,-0.0038041589999998626
2023-05-15,0.0036100670000001056
2023-05-12,-0.0018441790000001124
2023-05-11,-0.005952800999999952
2023-05-10,-0.0016325189999999434
2023-05-09,0.0006310859999998364
2023-05-08,0.007258546000000088
2023-05-05,0.010629208999999973
2023-05-04,-0.004417176999999994
2023-05-03,0.0020386770000000443
2023-05-02,-0.01091315599999998
2023-05-01,0.0012632530000000752
2023-04-28,0.006459208000000105
2023-04-27,5.0591900000007684e-05
2023-04-26,0.0003673729999997821
2023-04-25,-0.005877652000000011
2023-04-24,0.003215278000000099
2023-04-21,-0.0035510709999999612
2023-04-20,-0.001074735999999854
2023-04-19,-0.0030873019999999585
2023-04-18,0.006837267000000313
2023-04-17,-0.004691857000000188
2023-04-14,0.0009196170000000947
2023-04-13,0.007488773000000171
2023-04-12,0.008257836000000074
2023-04-11,0.009651468000000163
2023-04-10,-0.0004088659999998967
2023-04-06,-0.004468475999999888
2023-04-05,-0.008719340999999936
2023-04-04,0.0031486659999999667
2023-04-03,0.009139384000000028
2023-03-31,0.005028146999999983
2023-03-30,0.012516578999999917
2023-03-29,0.007946245000000074
2023-03-28,0.009431697000000128
2023-03-27,0.006087739999999675
2023-03-24,-0.015309603999999921
2023-03-23,0.007073054999999995
2023-03-22,0.005366581000000092
2023-03-21,0.011581971000000246
2023-03-20,0.003964507999999922
2023-03-17,0.0005009310000001488
2023-03-16,0.0012718199999997015
2023-03-15,-0.021928096000000008
2023-03-14,-0.008280057000000007
2023-03-13,-0.01403600199999988
2023-03-10,-0.004137539000000134
2023-03-09,0.0014947960000000204
2023-03-08,-0.0021326369999998818
2023-03-07,-0.01076953199999997
2023-03-06,0.00810003199999998
2023-03-03,0.01074771199999991
2023-03-02,0.000131340999999896
2023-03-01,0.00359112199999978
2023-02-28,-0.001356103999999858
2023-02-27,0.00857155899999995
2023-02-24,-0.011075971000000129
2023-02-23,0.0013395679999999022
2023-02-22,-0.010870280999999982
2023-02-21,-0.0043486010000000075
2023-02-20,0.005255092999999933
2023-02-17,-0.003940266000000081
2023-02-16,0.006078905000000079
2023-02-15,-0.00578222500000003
2023-02-14,0.004831686000000168
2023-02-13,0.000599517999999799
2023-02-10,-0.0071181199999998945
2023-02-09,0.006105912000000213
2023-02-08,0.003107806999999685
2023-02-07,0.006081339999999935
2023-02-06,-0.015112186000000083
2023-02-03,-0.010537877999999945
2023-02-02,0.006747595000000217
2023-02-01,0.005956030999999973
2023-01-31,-0.001331448999999818
2023-01-30,-0.0030080810000001623
2023-01-27,0.005036317000000068
2023-01-26,0.0010826550000002655
2023-01-25,0.0037155920000000453
2023-01-24,0.0041905579999999
2023-01-23,0.005821330000000291
2023-01-20,0.004926070999999865
2023-01-19,-0.01269314399999999
2023-01-18,0.0057142980000000065
2023-01-17,0.004225901999999948
2023-01-16,-0.0022900239999998906
2023-01-13,0.008302831999999816
2023-01-12,0.015835657000000003
2023-01-11,0.005747699999999689
