Date,MSCI USA Quality GARP Select Index
2010-10-20,154.7324791
2010-10-21,155.3389025
2010-10-22,155.8126167
2010-10-25,156.4136293
2010-10-26,156.9669237
2010-10-27,156.5659915
2010-10-28,156.6971721
2010-10-29,156.9206697
2010-11-01,157.2958397
2010-11-02,158.9466201
2010-11-03,159.2097755
2010-11-04,162.0426223
2010-11-05,162.5182589
2010-11-08,162.4507763
2010-11-09,161.4583817
2010-11-10,162.3687546
2010-11-11,162.0590769
2010-11-12,159.7217244
2010-11-15,159.5399022
2010-11-16,156.8785755
2010-11-17,157.3051946
2010-11-18,159.5160586
2010-11-19,160.2589663
2010-11-22,160.579454
2010-11-23,158.1734798
2010-11-24,160.8247142
2010-11-25,160.8247142
2010-11-26,159.7058268
2010-11-29,159.3278886
2010-11-30,158.4713046
2010-12-01,161.9267992
2010-12-02,163.8425419
2010-12-03,164.2220137
2010-12-06,163.9916962
2010-12-07,164.1504984
2010-12-08,164.3884677
2010-12-09,164.5213025
2010-12-10,165.5268205
2010-12-13,165.3329866
2010-12-14,165.6802643
2010-12-15,164.9163752
2010-12-16,166.0574018
2010-12-17,166.4737358
2010-12-20,166.6087151
2010-12-21,167.3265521
2010-12-22,167.5162062
2010-12-23,167.4256861
2010-12-24,167.4256861
2010-12-27,167.1873124
2010-12-28,167.2428482
2010-12-29,167.7199947
2010-12-30,167.5249452
2010-12-31,167.3344519
2011-01-03,169.0060817
2011-01-04,168.2444156
2011-01-05,168.7637386
2011-01-06,168.9052653
2011-01-07,168.8990613
2011-01-10,168.7246081
2011-01-11,169.683405
2011-01-12,171.087395
2011-01-13,171.0108569
2011-01-14,172.1092798
2011-01-17,172.1092798
2011-01-18,172.9441181
2011-01-19,171.5814373
2011-01-20,171.2066636
2011-01-21,171.0436375
2011-01-24,172.2709578
2011-01-25,172.6872791
2011-01-26,173.9437722
2011-01-27,174.1416778
2011-01-28,170.8167177
2011-01-31,172.1873484
2011-02-01,174.7728841
2011-02-02,174.2496677
2011-02-03,174.7378802
2011-02-04,175.6653107
2011-02-07,176.6552533
2011-02-08,177.4396719
2011-02-09,176.9377253
2011-02-10,177.1672946
2011-02-11,177.9231448
2011-02-14,178.4817637
2011-02-15,177.6406899
2011-02-16,178.9530471
2011-02-17,179.3984124
2011-02-18,179.8464897
2011-02-21,179.8464897
2011-02-22,175.8142305
2011-02-23,174.2979279
2011-02-24,174.7227272
2011-02-25,176.4236432
2011-02-28,177.0129884
2011-03-01,174.4396593
2011-03-02,175.2007581
2011-03-03,178.5295193
2011-03-04,177.409859
2011-03-07,175.5789352
2011-03-08,176.7456263
2011-03-09,176.4594113
2011-03-10,173.2513164
2011-03-11,174.4781007
2011-03-14,173.6193315
2011-03-15,171.7856891
2011-03-16,168.6562303
2011-03-17,170.5811202
2011-03-18,170.9805386
2011-03-21,173.8439983
2011-03-22,173.3731697
2011-03-23,174.0831062
2011-03-24,175.9201504
2011-03-25,176.7165231
2011-03-28,176.0156148
2011-03-29,177.4641273
2011-03-30,178.5909452
2011-03-31,178.4574774
2011-04-01,179.650017
2011-04-04,179.7846923
2011-04-05,179.8098683
2011-04-06,179.8488102
2011-04-07,179.6502356
2011-04-08,178.9111652
2011-04-11,178.523513
2011-04-12,177.1459286
2011-04-13,177.6181587
2011-04-14,177.5813002
2011-04-15,178.3206107
2011-04-18,176.5144503
2011-04-19,177.5975577
2011-04-20,180.1803352
2011-04-21,181.4955546
2011-04-22,181.4955546
2011-04-25,180.8818114
2011-04-26,182.5587152
2011-04-27,183.5461669
2011-04-28,184.2929222
2011-04-29,184.4056524
2011-05-02,184.2952509
2011-05-03,183.3193882
2011-05-04,182.1786171
2011-05-05,181.1074215
2011-05-06,181.81046
2011-05-09,183.005632
2011-05-10,184.4816431
2011-05-11,182.5418889
2011-05-12,183.8370145
2011-05-13,182.3612867
2011-05-16,180.9685728
2011-05-17,180.5393004
2011-05-18,182.379621
2011-05-19,182.8300621
2011-05-20,181.5760498
2011-05-23,179.3985905
2011-05-24,179.1822449
2011-05-25,179.9557081
2011-05-26,181.0983993
2011-05-27,181.5428204
2011-05-30,181.5428204
2011-05-31,183.4354272
2011-06-01,179.4505058
2011-06-02,179.3868517
2011-06-03,177.5050398
2011-06-06,175.836598
2011-06-07,175.9285036
2011-06-08,175.0107353
2011-06-09,176.3541085
2011-06-10,173.6642043
2011-06-13,173.4332417
2011-06-14,176.0002641
2011-06-15,173.1387025
2011-06-16,173.0545466
2011-06-17,173.4750566
2011-06-20,174.6843592
2011-06-21,177.4373814
2011-06-22,176.438502
2011-06-23,176.5232048
2011-06-24,174.7003919
2011-06-27,176.3976823
2011-06-28,179.4782523
2011-06-29,180.6717121
2011-06-30,182.5280431
2011-07-01,185.3512583
2011-07-04,185.3512583
2011-07-05,185.5877524
2011-07-06,186.2268558
2011-07-07,188.1297357
2011-07-08,187.0271441
2011-07-11,183.449948
2011-07-12,182.6735373
2011-07-13,183.4730405
2011-07-14,181.9401272
2011-07-15,183.2149339
2011-07-18,181.9317901
2011-07-19,185.7781023
2011-07-20,185.0550183
2011-07-21,187.1704017
2011-07-22,187.7591931
2011-07-25,186.9336633
2011-07-26,186.1522876
2011-07-27,181.8272101
2011-07-28,181.6269922
2011-07-29,180.8541349
2011-08-01,179.7478316
2011-08-02,174.8831913
2011-08-03,176.2384615
2011-08-04,167.438915
2011-08-05,167.224269
2011-08-08,156.5541126
2011-08-09,163.9863405
2011-08-10,156.971826
2011-08-11,164.1336927
2011-08-12,165.6393196
2011-08-15,168.585107
2011-08-16,167.1587246
2011-08-17,166.6892889
2011-08-18,158.6955433
2011-08-19,155.8386365
2011-08-22,156.219079
2011-08-23,162.0544357
2011-08-24,164.0998513
2011-08-25,161.293473
2011-08-26,164.7490322
2011-08-29,169.3386653
2011-08-30,170.2061582
2011-08-31,170.9188395
2011-09-01,168.7963756
2011-09-02,164.438425
2011-09-05,164.438425
2011-09-06,163.5515102
2011-09-07,168.1870197
2011-09-08,166.5043811
2011-09-09,162.0663038
2011-09-12,163.1202311
2011-09-13,165.0500833
2011-09-14,167.6560676
2011-09-15,170.4197687
2011-09-16,171.3542475
2011-09-19,170.3391442
2011-09-20,169.4111834
2011-09-21,164.4196847
2011-09-22,158.7637183
2011-09-23,159.7834773
2011-09-26,163.210399
2011-09-27,165.0236046
2011-09-28,161.3866263
2011-09-29,161.2706674
2011-09-30,157.0219663
2011-10-03,152.6885862
2011-10-04,156.699679
2011-10-05,159.9931627
2011-10-06,163.0947297
2011-10-07,161.9534437
2011-10-10,167.4784982
2011-10-11,167.737042
2011-10-12,169.030975
2011-10-13,169.2379474
2011-10-14,172.3548535
2011-10-17,168.6524968
2011-10-18,171.1867434
2011-10-19,168.7465758
2011-10-20,169.1953949
2011-10-21,172.7788964
2011-10-24,175.6537557
2011-10-25,172.1110545
2011-10-26,173.4145863
2011-10-27,179.4240146
2011-10-28,179.6951574
2011-10-31,175.6853419
2011-11-01,171.0690397
2011-11-02,173.3834502
2011-11-03,176.6116795
2011-11-04,176.0971539
2011-11-07,177.0585527
2011-11-08,179.1806043
2011-11-09,172.3297448
2011-11-10,173.6206687
2011-11-11,177.2643795
2011-11-14,175.912415
2011-11-15,177.0886749
2011-11-16,174.1583491
2011-11-17,170.6977962
2011-11-18,170.4421845
2011-11-21,167.2277561
2011-11-22,167.0376141
2011-11-23,163.5442859
2011-11-24,163.5442859
2011-11-25,162.9145144
2011-11-28,167.9995008
2011-11-29,168.1521503
2011-11-30,174.8700936
2011-12-01,174.7797568
2011-12-02,174.4235842
2011-12-05,176.3564416
2011-12-06,176.0002607
2011-12-07,175.6092058
