Date,RAFI Fundamental Select Developed ex US 1500 Index
2026-03-20,-0.006497898796845147
2026-03-19,-0.022570457950301326
2026-03-18,0.0073473147229699
2026-03-17,0.008207670493103114
2026-03-16,0.0029086219866030216
2026-03-13,-0.01185057235291187
2026-03-12,-0.014820342576577605
2026-03-11,-0.004575022736266421
2026-03-10,0.021277350009217155
2026-03-09,-0.02326837578426888
2026-03-06,-0.003182317085798525
2026-03-05,0.004381859655691267
2026-03-04,-0.013542072757863455
2026-03-03,-0.033737344365434296
2026-03-02,-0.013135068153655283
2026-02-27,0.006003346127349651
2026-02-26,0.005137302487536077
2026-02-25,0.0061776317972199735
2026-02-24,-0.0002587167648464561
2026-02-23,-0.0022570076447032683
2026-02-20,0.002634582713951783
2026-02-19,0.0029752198134995744
2026-02-18,0.009738426797139654
2026-02-17,-0.00421624660357911
2026-02-16,0.0009981711361062295
2026-02-13,-0.008554672192665924
2026-02-12,0.002069883527454186
2026-02-11,-3.9931849643237705e-05
2026-02-10,0.011845357145262136
2026-02-09,0.02315054052378107
2026-02-06,0.0070356570429424
2026-02-05,-0.00931412309765045
2026-02-04,0.001873200831921329
2026-02-03,0.01731892891672615
2026-02-02,-0.012016335571398917
2026-01-30,-0.009346307077273242
2026-01-29,-0.0016908543263962628
2026-01-28,-0.0006430692188761356
2026-01-27,0.006423805950110495
2026-01-26,0.011138880960171571
2026-01-23,0.005396514313711798
2026-01-22,0.014622437167550961
2026-01-21,0.0001846787654935511
2026-01-20,-0.0016239522316933153
2026-01-19,-0.0020169994125931456
2026-01-16,0.0015239148308809902
2026-01-15,0.004192320011388251
2026-01-14,0.007255364453015778
2026-01-13,0.0009328826792389666
2026-01-12,0.00526608138620599
2026-01-09,0.0024369784359949964
2026-01-08,-0.0031645341502974933
2026-01-07,0.0029134917077544564
2026-01-06,0.008810187143544645
2026-01-05,0.00779102415217503
2026-01-02,0.00394037780401435
2026-01-01,0.000346932599115668
2025-12-31,-0.0032226972062600057
2025-12-30,-0.001058395501819076
2025-12-29,0.003318461708639031
2025-12-26,-0.0016197312718571055
2025-12-25,0.00028721664972830574
2025-12-24,0.002428815048317823
2025-12-23,0.0043002142692971645
2025-12-22,0.008184957617616728
2025-12-19,0.0017071746259940124
2025-12-18,0.0023039918347129706
2025-12-17,-0.001827838580878094
2025-12-16,-0.006482487608103327
2025-12-15,0.0034578301555650004
2025-12-12,0.004214884090687487
2025-12-11,0.00652208374536678
2025-12-10,0.0006193774501286331
2025-12-09,-0.0022834491386196643
2025-12-08,-7.536078977965488e-06
2025-12-05,-0.0021506831803038695
2025-12-04,0.006075141097610759
2025-12-03,0.0043692013100005145
2025-12-02,-0.003905569978580048
2025-12-01,-0.0033568691349082913
2025-11-28,0.005644060081929858
2025-11-27,0.0068821179507940755
2025-11-26,0.014742243270266853
2025-11-25,0.006404255983025964
2025-11-24,0.007885654084737626
2025-11-21,-0.0023687203419742175
2025-11-20,0.00038447656262263763
2025-11-19,-0.002371838527111869
2025-11-18,-0.01795748933389696
2025-11-17,-0.004255938028643547
2025-11-14,-0.009146965801269613
2025-11-13,0.0023567513323248246
2025-11-12,0.006550301880150933
2025-11-11,0.004960164877418682
2025-11-10,0.011992684540254261
2025-11-07,-0.0029795389473846745
2025-11-06,0.002808945050498668
2025-11-05,-0.006363024872236833
2025-11-04,-0.00842532965348064
2025-11-03,-0.0005593312543578088
2025-10-31,-0.0003676442429207949
2025-10-30,-0.0076689214866612065
2025-10-29,-0.0009946773373017415
2025-10-28,-0.0051817776669913496
2025-10-27,0.007120523997535155
2025-10-24,0.002899192040954901
2025-10-23,0.005215083863149728
2025-10-22,0.006010245964879868
2025-10-21,-0.0056464234203823516
2025-10-20,0.01196363551670343
2025-10-17,-0.00926075485920419
2025-10-16,0.00450443489816732
2025-10-15,0.013277800394576156
2025-10-14,-0.004993261822969108
2025-10-13,-0.0005994550408717769
2025-10-10,-0.01459882012688618
2025-10-09,-0.0013330575283274637
2025-10-08,-0.0011860853063160315
2025-10-07,-0.006537835824299454
2025-10-06,0.0009435541554430049
2025-10-03,0.006880171621207465
2025-10-02,-0.0004901059854192091
2025-10-01,-0.00028326226257657794
2025-09-30,0.005178994674793103
2025-09-29,0.0065529581261329906
2025-09-26,0.0024692508386134904
2025-09-25,-0.008499630450850115
2025-09-24,-0.006858584700080161
2025-09-23,0.0020226630197437423
2025-09-22,0.002242204117362645
2025-09-19,-0.0025887092450620486
2025-09-18,-0.004346599357923253
2025-09-17,-0.00433534789078871
2025-09-16,0.0043925205136807755
2025-09-15,0.004796714327310658
2025-09-12,0.0011276551676524527
2025-09-11,0.00456202270222783
2025-09-10,0.0028826684390312884
2025-09-09,0.0012458118282483444
2025-09-08,0.005524303043034973
2025-09-05,0.013988165680473452
2025-09-04,0.0017308011475449803
2025-09-03,0.0003794976399991157
2025-09-02,-0.010359369987559375
2025-09-01,-0.0004770544624143058
2025-08-29,-0.0006643064250153596
2025-08-28,0.006505356890014635
2025-08-27,-0.002847304473327039
2025-08-26,-0.007149142959495869
2025-08-25,-0.0004981669014797463
2025-08-22,0.015854063542770414
2025-08-21,-0.000805890904494011
2025-08-20,-0.0009235505387377163
2025-08-19,0.0006002732823100487
2025-08-18,-0.0027489405945272383
2025-08-15,0.004939287919324853
2025-08-14,-0.004256191181802538
2025-08-13,0.0091791282214444
2025-08-12,0.004658893852337753
2025-08-11,-0.00429672891619004
2025-08-08,0.0018733757433713194
2025-08-07,0.0074529771752573915
2025-08-06,0.006954890258301427
2025-08-05,0.007298913309112365
2025-08-04,0.006072924264651558
2025-08-01,-0.0006306616213737071
2025-07-31,-0.005975836128570111
2025-07-30,-0.0031408513573834007
2025-07-29,-0.004266908027120708
2025-07-28,-0.009065065065064992
2025-07-25,-0.006365625621643112
2025-07-24,0.005375870979096531
2025-07-23,0.009611268606688927
2025-07-22,0.002282827792214226
2025-07-21,0.005690699491988971
2025-07-18,0.003734422880490307
2025-07-17,0.006497512028621699
2025-07-16,-0.004372783923877521
2025-07-15,-0.005213467037039954
2025-07-14,0.000537927999152199
2025-07-11,-0.003516722706820463
2025-07-10,0.0031612051687330833
2025-07-09,0.007965968070429374
2025-07-08,-0.00032838565611437165
2025-07-07,-0.004161318541167858
2025-07-04,-0.002064126621522333
2025-07-03,0.002232270619884291
2025-07-02,-0.0007843585825988431
2025-07-01,0.003443385011437261
2025-06-30,0.0049186000527288165
2025-06-27,0.00411154956609483
2025-06-26,0.012488692330887341
2025-06-25,-0.00341410886750082
2025-06-24,0.01805867156162888
2025-06-23,-0.0028050134318619024
2025-06-20,0.002080538052616321
2025-06-19,-0.008345333434387037
2025-06-18,-0.00034514689788700537
2025-06-17,-0.005067213869927367
2025-06-16,0.011016647755178077
2025-06-13,-0.010258301345982934
2025-06-12,0.006894456586864273
2025-06-11,0.003565379403793978
2025-06-10,0.002121700755325362
2025-06-09,0.00560709378440416
2025-06-06,-0.006039784535776249
2025-06-05,0.002457566583897286
2025-06-04,0.011465384516140098
2025-06-03,-0.003189437132935957
2025-06-02,0.00942481782147353
2025-05-30,-0.0005103585485055628
2025-05-29,0.0075212215230693324
2025-05-28,-0.0023389067132706387
2025-05-27,-0.002004477534232718
2025-05-26,0.011107601600337302
2025-05-23,0.008806790522300156
2025-05-22,-0.008825567827910108
2025-05-21,0.006507726269315617
2025-05-20,0.0027714566528243
2025-05-19,0.0056812616318933085
2025-05-16,0.0033235948430674345
2025-05-15,-4.4669978200850835e-05
2025-05-14,0.0039824913892074765
2025-05-13,0.007364036395507867
2025-05-12,-0.007034102837865763
2025-05-09,0.0069474559121132096
2025-05-08,-0.0030982059226168923
2025-05-07,0.0024919643179601714
2025-05-06,0.004507568543157481
2025-05-05,1.8139437858888385e-05
2025-05-02,0.01669018045681292
