Date,MSCI USA Value Exposure Select Index
1999-04-13,1053.694392
1999-04-14,1054.488545
1999-04-15,1060.864386
1999-04-16,1070.339342
1999-04-19,1069.901648
1999-04-20,1077.26164
1999-04-21,1098.917542
1999-04-22,1108.729776
1999-04-23,1105.718148
1999-04-26,1103.022311
1999-04-27,1107.604598
1999-04-28,1114.409114
1999-04-29,1109.248135
1999-04-30,1100.339253
1999-05-03,1126.967617
1999-05-04,1124.211514
1999-05-05,1138.444819
1999-05-06,1128.321962
1999-05-07,1137.71426
1999-05-10,1143.29847
1999-05-11,1149.743549
1999-05-12,1156.366668
1999-05-13,1158.508329
1999-05-14,1135.195916
1999-05-17,1136.914858
1999-05-18,1134.343284
1999-05-19,1145.096525
1999-05-20,1147.882589
1999-05-21,1146.07231
1999-05-24,1126.207781
1999-05-25,1112.860517
1999-05-26,1117.019056
1999-05-27,1100.686031
1999-05-28,1112.0497
1999-05-31,1112.0497
1999-06-01,1111.699013
1999-06-02,1116.676731
1999-06-03,1118.860679
1999-06-04,1130.384672
1999-06-07,1141.187117
1999-06-08,1130.241467
1999-06-09,1129.18424
1999-06-10,1127.179851
1999-06-11,1118.091408
1999-06-14,1122.574704
1999-06-15,1126.947844
1999-06-16,1153.43086
1999-06-17,1153.066151
1999-06-18,1153.523015
1999-06-21,1152.360166
1999-06-22,1138.196351
1999-06-23,1137.746649
1999-06-24,1121.458183
1999-06-25,1122.337295
1999-06-28,1137.166805
1999-06-29,1145.959711
1999-06-30,1155.002536
1999-07-01,1161.421679
1999-07-02,1173.057676
1999-07-05,1173.057676
1999-07-06,1167.195347
1999-07-07,1165.257568
1999-07-08,1172.732005
1999-07-09,1176.424716
1999-07-12,1174.327307
1999-07-13,1168.985882
1999-07-14,1172.893128
1999-07-15,1181.281978
1999-07-16,1186.185596
1999-07-19,1183.576503
1999-07-20,1164.170524
1999-07-21,1165.489746
1999-07-22,1153.662666
1999-07-23,1153.231702
1999-07-26,1148.006005
1999-07-27,1160.043739
1999-07-28,1163.671616
1999-07-29,1147.7586
1999-07-30,1139.508636
1999-08-02,1147.242012
1999-08-03,1137.875574
1999-08-04,1128.760777
1999-08-05,1137.633258
1999-08-06,1126.54964
1999-08-09,1129.988565
1999-08-10,1112.706194
1999-08-11,1127.510039
1999-08-12,1122.259455
1999-08-13,1140.952021
1999-08-16,1143.726798
1999-08-17,1146.234089
1999-08-18,1132.850958
1999-08-19,1128.020755
1999-08-20,1137.022544
1999-08-23,1152.581413
1999-08-24,1152.273319
1999-08-25,1162.072786
1999-08-26,1147.231153
1999-08-27,1140.601268
1999-08-30,1123.165819
1999-08-31,1119.712516
1999-09-01,1131.644452
1999-09-02,1127.261889
1999-09-03,1163.52908
1999-09-06,1163.52908
1999-09-07,1159.292041
1999-09-08,1153.289766
1999-09-09,1157.215136
1999-09-10,1157.165457
1999-09-13,1148.210645
1999-09-14,1138.949977
1999-09-15,1125.718366
1999-09-16,1116.569195
1999-09-17,1124.257684
1999-09-20,1122.416506
1999-09-21,1096.436518
1999-09-22,1093.570672
1999-09-23,1067.989792
1999-09-24,1053.839035
1999-09-27,1059.093382
1999-09-28,1050.178527
1999-09-29,1040.454095
1999-09-30,1037.264947
1999-10-01,1029.270473
1999-10-04,1043.507866
1999-10-05,1037.937849
1999-10-06,1050.280062
1999-10-07,1041.170058
1999-10-08,1050.090539
1999-10-11,1055.117893
1999-10-12,1042.584972
1999-10-13,1022.240228
1999-10-14,1024.154883
1999-10-15,999.446859
1999-10-18,994.926718
1999-10-19,982.236889
1999-10-20,991.94738
1999-10-21,983.548016
1999-10-22,997.7462
1999-10-25,996.513854
1999-10-26,986.838638
1999-10-27,993.620056
1999-10-28,1029.25623
1999-10-29,1055.463451
1999-11-01,1054.155329
1999-11-02,1056.462296
1999-11-03,1070.609905
1999-11-04,1079.65377
1999-11-05,1089.235254
1999-11-08,1100.467803
1999-11-09,1086.303078
1999-11-10,1085.311251
1999-11-11,1084.773178
1999-11-12,1096.852052
1999-11-15,1095.563158
1999-11-16,1111.862028
1999-11-17,1114.620127
1999-11-18,1133.616709
1999-11-19,1133.752914
1999-11-22,1139.397278
1999-11-23,1121.484613
1999-11-24,1125.775073
1999-11-25,1125.775073
1999-11-26,1125.96572
1999-11-29,1122.952858
1999-11-30,1109.065683
1999-12-01,1114.930713
1999-12-02,1128.80838
1999-12-03,1149.702385
1999-12-06,1138.264686
1999-12-07,1128.232407
1999-12-08,1118.926096
1999-12-09,1112.670803
1999-12-10,1118.145522
1999-12-13,1107.047065
1999-12-14,1098.300498
1999-12-15,1116.235461
1999-12-16,1125.387977
1999-12-17,1119.007728
1999-12-20,1123.625918
1999-12-21,1127.237205
1999-12-22,1139.719941
1999-12-23,1159.66659
1999-12-24,1159.66659
1999-12-27,1145.567822
1999-12-28,1152.661014
1999-12-29,1164.369816
1999-12-30,1170.489489
1999-12-31,1174.093515
2000-01-03,1171.471146
2000-01-04,1129.019444
2000-01-05,1121.362651
2000-01-06,1113.627234
2000-01-07,1146.11665
2000-01-10,1165.427824
2000-01-11,1161.041217
2000-01-12,1156.236793
2000-01-13,1163.39948
2000-01-14,1175.822944
2000-01-17,1175.822944
2000-01-18,1174.080979
2000-01-19,1171.525561
2000-01-20,1166.63488
2000-01-21,1165.113651
2000-01-24,1141.575447
2000-01-25,1136.656597
2000-01-26,1133.032355
2000-01-27,1122.601441
2000-01-28,1093.725255
2000-01-31,1114.571348
2000-02-01,1130.358804
2000-02-02,1130.428319
2000-02-03,1142.702761
2000-02-04,1151.690954
2000-02-07,1159.493383
2000-02-08,1144.361918
2000-02-09,1128.655547
2000-02-10,1131.025755
2000-02-11,1108.162786
2000-02-14,1122.665306
2000-02-15,1134.770017
2000-02-16,1134.846686
2000-02-17,1137.159611
2000-02-18,1106.227447
2000-02-21,1106.227447
2000-02-22,1111.234818
2000-02-23,1109.506922
2000-02-24,1106.509371
2000-02-25,1106.032043
2000-02-28,1116.172975
2000-02-29,1138.289692
2000-03-01,1155.546214
2000-03-02,1148.457417
2000-03-03,1174.981322
2000-03-06,1165.084176
2000-03-07,1140.33588
2000-03-08,1149.422386
2000-03-09,1173.037342
2000-03-10,1171.384549
2000-03-13,1161.849336
2000-03-14,1140.065848
2000-03-15,1162.921137
2000-03-16,1226.585388
2000-03-17,1218.167598
2000-03-20,1216.521567
2000-03-21,1242.780485
2000-03-22,1262.924097
2000-03-23,1281.523756
2000-03-24,1283.005041
2000-03-27,1286.629577
2000-03-28,1271.480545
2000-03-29,1260.754059
2000-03-30,1256.052233
2000-03-31,1268.33197
2000-04-03,1277.162942
2000-04-04,1271.11661
2000-04-05,1270.81644
2000-04-06,1292.954858
2000-04-07,1304.527702
2000-04-10,1286.195827
2000-04-11,1290.833782
2000-04-12,1270.158378
2000-04-13,1261.423348
2000-04-14,1176.291086
2000-04-17,1223.376362
2000-04-18,1256.206635
2000-04-19,1235.076114
2000-04-20,1243.732577
2000-04-21,1243.732577
2000-04-24,1248.908563
2000-04-25,1289.252782
2000-04-26,1271.904938
2000-04-27,1279.374058
2000-04-28,1282.079848
2000-05-01,1291.105119
2000-05-02,1269.911498
2000-05-03,1238.637642
2000-05-04,1235.194395
2000-05-05,1258.776239
2000-05-08,1249.042111
2000-05-09,1246.307983
2000-05-10,1216.237116
2000-05-11,1249.881874
2000-05-12,1262.082797
2000-05-15,1291.353568
2000-05-16,1314.060421
2000-05-17,1299.956918
2000-05-18,1292.87737
2000-05-19,1265.908657
2000-05-22,1257.123732
2000-05-23,1240.676956
2000-05-24,1260.775022
2000-05-25,1241.795368
2000-05-26,1236.852641
2000-05-29,1236.852641
2000-05-30,1273.623731
2000-05-31,1263.742933
2000-06-01,1294.54995
2000-06-02,1305.025698
2000-06-05,1304.608885
2000-06-06,1291.169601
2000-06-07,1305.916559
2000-06-08,1300.979275
2000-06-09,1301.003294
2000-06-12,1290.76407
2000-06-13,1296.102581
2000-06-14,1286.720572
2000-06-15,1287.478197
2000-06-16,1262.58956
2000-06-19,1285.12413
2000-06-20,1270.745024
2000-06-21,1271.495328
2000-06-22,1248.407385
2000-06-23,1244.863772
2000-06-26,1255.873859
2000-06-27,1256.108931
2000-06-28,1260.481477
2000-06-29,1256.972642
2000-06-30,1245.786767
2000-07-03,1264.627428
2000-07-04,1264.627428
2000-07-05,1240.025856
2000-07-06,1245.34177
2000-07-07,1257.898703
2000-07-10,1258.968042
2000-07-11,1261.490605
2000-07-12,1274.408243
2000-07-13,1273.10363
2000-07-14,1277.183148
2000-07-17,1273.248611
2000-07-18,1258.112639
2000-07-19,1243.210237
2000-07-20,1257.597069
2000-07-21,1240.352217
2000-07-24,1229.726098
2000-07-25,1233.498314
2000-07-26,1221.039012
2000-07-27,1228.156594
2000-07-28,1213.374346
2000-07-31,1224.9146
2000-08-01,1233.171286
2000-08-02,1233.768354
2000-08-03,1249.458202
2000-08-04,1258.649585
2000-08-07,1272.172041
2000-08-08,1277.425275
2000-08-09,1266.5358
2000-08-10,1265.050618
2000-08-11,1283.059222
2000-08-14,1296.15775
2000-08-15,1288.976174
2000-08-16,1291.782981
2000-08-17,1303.309431
2000-08-18,1297.314379
2000-08-21,1304.45334
2000-08-22,1309.586163
2000-08-23,1304.652888
2000-08-24,1310.832802
2000-08-25,1312.285432
2000-08-28,1324.608831
2000-08-29,1322.496652
2000-08-30,1319.414537
2000-08-31,1330.220393
2000-09-01,1334.433648
2000-09-04,1334.433648
2000-09-05,1332.524109
2000-09-06,1329.850987
2000-09-07,1337.290233
2000-09-08,1329.06442
2000-09-11,1324.124184
2000-09-12,1315.0946
2000-09-13,1308.832406
2000-09-14,1306.337337
2000-09-15,1290.925012
2000-09-18,1273.481821
2000-09-19,1285.96986
2000-09-20,1275.717661
2000-09-21,1277.540482
2000-09-22,1278.678834
2000-09-25,1265.416912
2000-09-26,1256.619034
2000-09-27,1262.596288
2000-09-28,1290.632995
2000-09-29,1257.495989
2000-10-02,1265.465235
2000-10-03,1246.132903
2000-10-04,1257.001703
2000-10-05,1251.401547
2000-10-06,1237.855471
2000-10-09,1237.736083
2000-10-10,1230.201466
2000-10-11,1216.819963
2000-10-12,1188.879859
2000-10-13,1218.654177
2000-10-16,1222.249726
2000-10-17,1209.470724
2000-10-18,1198.007433
2000-10-19,1227.660322
2000-10-20,1234.417481
2000-10-23,1235.075441
2000-10-24,1243.789025
2000-10-25,1232.674148
2000-10-26,1240.399062
2000-10-27,1261.238314
2000-10-30,1293.06396
2000-10-31,1304.487391
2000-11-01,1296.703367
2000-11-02,1299.308961
2000-11-03,1287.178706
2000-11-06,1291.247558
2000-11-07,1289.654241
2000-11-08,1284.556299
2000-11-09,1283.507821
2000-11-10,1260.741743
2000-11-13,1250.634459
2000-11-14,1277.890793
2000-11-15,1286.943317
2000-11-16,1279.268589
2000-11-17,1279.261249
2000-11-20,1260.873647
2000-11-21,1260.557825
2000-11-22,1241.12143
2000-11-23,1241.12143
2000-11-24,1255.862099
2000-11-27,1252.704443
2000-11-28,1251.602667
2000-11-29,1265.818206
2000-11-30,1252.812033
2000-12-01,1248.814483
2000-12-04,1262.774589
2000-12-05,1299.544271
2000-12-06,1263.558676
2000-12-07,1252.680168
2000-12-08,1274.441893
2000-12-11,1286.66629
2000-12-12,1286.842043
2000-12-13,1276.973371
2000-12-14,1252.854882
2000-12-15,1232.673569
2000-12-18,1261.827649
2000-12-19,1253.584166
2000-12-20,1229.797762
2000-12-21,1234.440839
2000-12-22,1262.176041
2000-12-25,1262.176041
2000-12-26,1268.455998
2000-12-27,1286.801777
2000-12-28,1288.546481
2000-12-29,1276.935293
2001-01-01,1276.935293
2001-01-02,1261.429354
2001-01-03,1309.577576
2001-01-04,1298.337609
2001-01-05,1271.810626
2001-01-08,1274.286567
2001-01-09,1281.570875
2001-01-10,1291.147628
2001-01-11,1288.294505
2001-01-12,1277.202029
2001-01-15,1277.202029
2001-01-16,1286.823243
2001-01-17,1286.616554
2001-01-18,1310.185337
2001-01-19,1302.814885
2001-01-22,1307.650789
2001-01-23,1319.88547
2001-01-24,1322.999387
2001-01-25,1323.239869
2001-01-26,1324.121826
2001-01-29,1338.103717
2001-01-30,1350.541178
2001-01-31,1337.683254
2001-02-01,1351.894623
2001-02-02,1336.473283
2001-02-05,1340.884412
2001-02-06,1344.416639
2001-02-07,1342.793766
2001-02-08,1339.178711
2001-02-09,1319.293357
2001-02-12,1332.893268
2001-02-13,1320.368979
2001-02-14,1321.110068
2001-02-15,1334.707683
2001-02-16,1320.33133
2001-02-19,1320.33133
2001-02-20,1298.718103
2001-02-21,1277.66251
2001-02-22,1280.989592
2001-02-23,1269.006756
2001-02-26,1292.360797
2001-02-27,1288.888389
2001-02-28,1270.264697
2001-03-01,1277.072973
2001-03-02,1281.305034
2001-03-05,1289.902872
2001-03-06,1301.442634
2001-03-07,1317.272484
2001-03-08,1328.775373
2001-03-09,1299.980131
2001-03-12,1262.577569
2001-03-13,1273.42063
2001-03-14,1238.90413
2001-03-15,1240.759394
2001-03-16,1212.610376
2001-03-19,1233.072596
2001-03-20,1202.487536
2001-03-21,1189.269945
2001-03-22,1184.570781
2001-03-23,1202.699166
2001-03-26,1218.824586
2001-03-27,1244.810691
2001-03-28,1217.467343
2001-03-29,1225.305676
2001-03-30,1238.060775
2001-04-02,1223.057548
2001-04-03,1181.874543
2001-04-04,1189.266802
2001-04-05,1232.196834
2001-04-06,1205.292418
2001-04-09,1216.135346
2001-04-10,1243.046109
2001-04-11,1233.667452
2001-04-12,1240.62162
2001-04-13,1240.62162
2001-04-16,1241.602233
2001-04-17,1254.401886
2001-04-18,1300.892306
2001-04-19,1321.37396
2001-04-20,1308.275624
2001-04-23,1291.109365
2001-04-24,1276.986373
2001-04-25,1295.006061
2001-04-26,1299.32996
2001-04-27,1320.11567
2001-04-30,1310.279
2001-05-01,1319.274991
2001-05-02,1314.288585
2001-05-03,1297.192773
2001-05-04,1313.23456
2001-05-07,1311.687482
2001-05-08,1308.287438
2001-05-09,1305.987498
2001-05-10,1305.118149
2001-05-11,1295.063933
2001-05-14,1297.661198
2001-05-15,1302.662852
2001-05-16,1336.652079
2001-05-17,1338.399228
2001-05-18,1341.782809
2001-05-21,1354.858913
2001-05-22,1350.427071
2001-05-23,1333.941493
2001-05-24,1340.150121
2001-05-25,1331.402486
2001-05-28,1331.402486
2001-05-29,1328.849514
2001-05-30,1310.914548
2001-05-31,1321.526877
2001-06-01,1326.636597
2001-06-04,1329.519544
2001-06-05,1348.847364
2001-06-06,1336.796357
2001-06-07,1339.563639
2001-06-08,1332.311322
2001-06-11,1323.307461
2001-06-12,1321.06992
2001-06-13,1313.307931
2001-06-14,1292.639867
2001-06-15,1289.932879
2001-06-18,1288.65524
2001-06-19,1288.658565
2001-06-20,1298.528177
2001-06-21,1316.390878
2001-06-22,1305.940706
2001-06-25,1300.929771
2001-06-26,1303.116978
2001-06-27,1299.277328
2001-06-28,1318.251251
2001-06-29,1321.678341
2001-07-02,1333.841666
2001-07-03,1332.71941
2001-07-04,1332.71941
2001-07-05,1320.835936
2001-07-06,1291.370848
2001-07-09,1301.285713
2001-07-10,1290.496856
2001-07-11,1299.991931
2001-07-12,1325.764045
2001-07-13,1332.859134
2001-07-16,1320.962583
2001-07-17,1334.357609
2001-07-18,1328.467755
2001-07-19,1331.674829
2001-07-20,1323.260391
2001-07-23,1305.436129
2001-07-24,1287.628776
2001-07-25,1307.148614
2001-07-26,1316.485454
2001-07-27,1311.08217
2001-07-30,1316.013116
2001-07-31,1326.185794
2001-08-01,1327.567015
2001-08-02,1330.167438
2001-08-03,1322.853997
2001-08-06,1309.029867
2001-08-07,1315.221721
2001-08-08,1296.965185
2001-08-09,1294.31307
2001-08-10,1303.65334
2001-08-13,1305.28334
2001-08-14,1304.442652
2001-08-15,1296.564256
2001-08-16,1303.605859
2001-08-17,1280.166778
2001-08-20,1288.428972
2001-08-21,1276.408846
2001-08-22,1286.453608
2001-08-23,1285.200918
2001-08-24,1304.079942
2001-08-27,1298.709449
2001-08-28,1286.630086
2001-08-29,1274.394331
2001-08-30,1258.985218
2001-08-31,1261.577695
2001-09-03,1261.577695
2001-09-04,1265.189149
2001-09-05,1268.257219
2001-09-06,1240.497204
2001-09-07,1217.762579
2001-09-10,1225.123476
2001-09-11,1225.123476
2001-09-12,1225.123476
2001-09-13,1225.123476
2001-09-14,1225.123476
2001-09-17,1148.600333
2001-09-18,1146.613323
2001-09-19,1126.603032
2001-09-20,1090.632014
2001-09-21,1063.678087
2001-09-24,1100.659343
2001-09-25,1112.299276
2001-09-26,1107.091756
2001-09-27,1122.350066
2001-09-28,1148.051486
2001-10-01,1145.584133
2001-10-02,1160.361923
2001-10-03,1181.045701
2001-10-04,1177.22505
2001-10-05,1178.784854
2001-10-08,1171.071761
2001-10-09,1163.049614
2001-10-10,1191.915687
2001-10-11,1204.560486
2001-10-12,1194.034545
2001-10-15,1192.716553
2001-10-16,1198.38508
2001-10-17,1177.915518
2001-10-18,1161.97705
2001-10-19,1164.712559
2001-10-22,1186.306051
2001-10-23,1180.654428
2001-10-24,1178.917839
2001-10-25,1186.545501
2001-10-26,1189.237553
2001-10-29,1168.350368
2001-10-30,1149.96339
2001-10-31,1146.844541
2001-11-01,1170.331155
2001-11-02,1175.808282
2001-11-05,1190.709377
2001-11-06,1209.070319
2001-11-07,1204.136976
2001-11-08,1201.768293
2001-11-09,1200.863952
2001-11-12,1198.166268
2001-11-13,1218.334094
2001-11-14,1224.711874
2001-11-15,1229.512692
2001-11-16,1228.590518
2001-11-19,1241.513329
2001-11-20,1235.807462
2001-11-21,1231.775716
2001-11-22,1231.775716
2001-11-23,1246.798006
2001-11-26,1251.782092
2001-11-27,1242.580286
2001-11-28,1227.835757
2001-11-29,1244.749484
2001-11-30,1249.847868
2001-12-03,1241.409627
2001-12-04,1253.000508
2001-12-05,1274.528009
2001-12-06,1274.922732
2001-12-07,1269.530047
2001-12-10,1257.803194
2001-12-11,1249.136956
2001-12-12,1244.776725
2001-12-13,1228.572357
2001-12-14,1236.892782
2001-12-17,1247.107678
2001-12-18,1255.771329
2001-12-19,1258.040664
2001-12-20,1258.440566
2001-12-21,1259.085098
2001-12-24,1259.234918
2001-12-25,1259.234918
2001-12-26,1266.452804
2001-12-27,1274.52282
2001-12-28,1275.568758
2001-12-31,1264.046957
2002-01-01,1264.046957
2002-01-02,1269.782493
2002-01-03,1284.550043
2002-01-04,1296.421091
2002-01-07,1292.478979
2002-01-08,1290.453801
2002-01-09,1286.820077
2002-01-10,1284.487279
2002-01-11,1274.159745
2002-01-14,1269.651322
2002-01-15,1277.420732
2002-01-16,1260.067383
2002-01-17,1273.148398
2002-01-18,1260.919116
2002-01-21,1260.919116
2002-01-22,1253.084741
2002-01-23,1264.454394
2002-01-24,1269.401863
2002-01-25,1275.107605
2002-01-28,1276.609378
2002-01-29,1247.226688
2002-01-30,1256.781969
2002-01-31,1278.206605
2002-02-01,1271.698161
2002-02-04,1252.134886
2002-02-05,1247.189716
2002-02-06,1235.230331
2002-02-07,1231.355414
2002-02-08,1243.906077
2002-02-11,1263.232648
2002-02-12,1261.143758
2002-02-13,1276.904892
2002-02-14,1276.109991
2002-02-15,1266.661265
2002-02-18,1266.661265
2002-02-19,1245.124279
2002-02-20,1259.59899
2002-02-21,1245.078574
2002-02-22,1255.430602
2002-02-25,1274.490316
2002-02-26,1280.074742
2002-02-27,1284.006697
2002-02-28,1277.055906
2002-03-01,1304.677248
2002-03-04,1322.314999
2002-03-05,1314.186732
2002-03-06,1332.716559
2002-03-07,1325.636842
2002-03-08,1326.546245
2002-03-11,1331.162249
2002-03-12,1331.289449
2002-03-13,1320.246474
2002-03-14,1318.165842
2002-03-15,1322.098884
2002-03-18,1317.60075
2002-03-19,1321.418586
2002-03-20,1297.92692
2002-03-21,1299.805636
2002-03-22,1292.648852
2002-03-25,1274.816323
2002-03-26,1284.668943
2002-03-27,1293.367967
2002-03-28,1300.217094
2002-03-29,1300.217094
2002-04-01,1297.32665
2002-04-02,1288.38175
2002-04-03,1279.057457
2002-04-04,1278.001592
2002-04-05,1275.681984
2002-04-08,1273.174626
2002-04-09,1270.599188
2002-04-10,1289.13178
2002-04-11,1269.041845
2002-04-12,1273.890458
2002-04-15,1264.510406
2002-04-16,1288.512008
2002-04-17,1288.926041
2002-04-18,1288.218078
2002-04-19,1292.491631
2002-04-22,1279.29832
2002-04-23,1274.72809
2002-04-24,1265.561015
2002-04-25,1268.285745
2002-04-26,1257.13675
2002-04-29,1247.299093
2002-04-30,1259.425211
2002-05-01,1270.305098
2002-05-02,1269.383071
2002-05-03,1259.639718
2002-05-06,1238.789205
2002-05-07,1233.981376
2002-05-08,1267.028649
2002-05-09,1255.373225
2002-05-10,1238.112928
2002-05-13,1258.169089
2002-05-14,1280.005872
2002-05-15,1274.248128
2002-05-16,1280.374877
2002-05-17,1287.775608
2002-05-20,1272.629685
2002-05-21,1262.366931
2002-05-22,1269.769437
2002-05-23,1281.269235
2002-05-24,1267.74026
2002-05-27,1267.74026
2002-05-28,1260.761215
2002-05-29,1257.927401
2002-05-30,1257.233873
2002-05-31,1263.844304
2002-06-03,1229.803518
2002-06-04,1228.306675
2002-06-05,1237.671045
2002-06-06,1213.030333
2002-06-07,1213.562019
2002-06-10,1216.8345
2002-06-11,1195.206909
2002-06-12,1196.707055
2002-06-13,1192.007826
2002-06-14,1187.712462
2002-06-17,1215.527621
2002-06-18,1217.093733
2002-06-19,1199.711022
2002-06-20,1187.051948
2002-06-21,1166.5607
2002-06-24,1160.834486
2002-06-25,1139.235365
2002-06-26,1135.328252
2002-06-27,1151.159905
2002-06-28,1159.04448
2002-07-01,1135.19997
2002-07-02,1109.783105
2002-07-03,1116.833983
2002-07-04,1116.833983
2002-07-05,1152.136409
2002-07-08,1139.362307
2002-07-09,1117.609372
2002-07-10,1083.031225
2002-07-11,1086.154767
2002-07-12,1078.52825
2002-07-15,1074.911816
2002-07-16,1056.483889
2002-07-17,1058.092312
2002-07-18,1034.564586
2002-07-19,1008.12894
2002-07-22,973.214524
2002-07-23,949.064729
2002-07-24,990.435296
2002-07-25,988.673431
2002-07-26,1006.118099
2002-07-29,1056.17079
2002-07-30,1063.281619
2002-07-31,1071.292254
2002-08-01,1044.174946
2002-08-02,1020.362167
2002-08-05,989.484665
2002-08-06,1013.101209
2002-08-07,1030.64846
2002-08-08,1060.802787
2002-08-09,1065.024356
2002-08-12,1061.420205
2002-08-13,1039.560977
2002-08-14,1074.436844
2002-08-15,1085.111463
2002-08-16,1088.516922
2002-08-19,1113.413896
2002-08-20,1099.288249
2002-08-21,1111.954813
2002-08-22,1131.26059
2002-08-23,1106.105072
2002-08-26,1110.451497
2002-08-27,1096.552551
2002-08-28,1079.893613
2002-08-29,1079.378457
2002-08-30,1077.179192
2002-09-02,1077.179192
2002-09-03,1038.23353
2002-09-04,1055.812683
2002-09-05,1041.829092
2002-09-06,1053.302703
2002-09-09,1065.100193
2002-09-10,1070.909832
2002-09-11,1072.343886
2002-09-12,1048.873112
2002-09-13,1051.74125
2002-09-16,1049.226371
2002-09-17,1028.275704
2002-09-18,1021.838517
2002-09-19,988.18031
2002-09-20,987.977154
2002-09-23,973.964944
2002-09-24,952.976883
2002-09-25,973.263687
2002-09-26,990.236352
2002-09-27,956.206712
2002-09-30,943.091192
2002-10-01,977.351684
2002-10-02,953.43198
2002-10-03,950.175458
2002-10-04,921.792423
2002-10-07,904.137795
2002-10-08,911.806796
2002-10-09,886.284391
2002-10-10,919.157434
2002-10-11,954.718254
2002-10-14,960.526527
2002-10-15,1004.740275
2002-10-16,983.575119
2002-10-17,1010.391961
2002-10-18,1017.044579
2002-10-21,1035.515154
2002-10-22,1026.15852
2002-10-23,1033.450108
2002-10-24,1023.641545
2002-10-25,1036.309875
2002-10-28,1030.025283
2002-10-29,1019.116802
2002-10-30,1030.001785
2002-10-31,1022.726291
2002-11-01,1039.557616
2002-11-04,1050.155568
2002-11-05,1051.032346
2002-11-06,1072.219489
2002-11-07,1050.988073
2002-11-08,1040.65364
2002-11-11,1017.405999
2002-11-12,1019.505758
2002-11-13,1015.288709
2002-11-14,1034.935151
2002-11-15,1040.543834
2002-11-18,1033.29326
2002-11-19,1031.327053
2002-11-20,1046.804752
2002-11-21,1071.358527
2002-11-22,1071.827107
2002-11-25,1073.908231
2002-11-26,1056.738045
2002-11-27,1081.952099
2002-11-28,1081.952099
2002-11-29,1082.21205
2002-12-02,1081.55697
2002-12-03,1061.362814
2002-12-04,1056.93082
2002-12-05,1048.037957
2002-12-06,1054.885091
2002-12-09,1033.42271
2002-12-10,1049.371586
2002-12-11,1051.771534
2002-12-12,1046.926112
2002-12-13,1035.95777
2002-12-16,1059.774129
2002-12-17,1050.896574
2002-12-18,1039.337969
2002-12-19,1032.958952
2002-12-20,1041.759381
2002-12-23,1042.040295
2002-12-24,1038.457575
2002-12-25,1038.457575
2002-12-26,1035.927847
2002-12-27,1020.296828
2002-12-30,1025.492002
2002-12-31,1029.980536
2003-01-01,1029.980536
2003-01-02,1059.863104
2003-01-03,1063.052513
2003-01-06,1085.416002
2003-01-07,1083.118045
2003-01-08,1068.281323
2003-01-09,1092.063139
2003-01-10,1091.522335
2003-01-13,1088.742211
2003-01-14,1095.35344
2003-01-15,1081.196561
2003-01-16,1076.713855
2003-01-17,1062.240872
2003-01-20,1062.240872
2003-01-21,1045.658997
2003-01-22,1032.409516
2003-01-23,1041.174939
2003-01-24,1011.801896
2003-01-27,996.576357
2003-01-28,1008.038319
2003-01-29,1013.04449
2003-01-30,991.303306
2003-01-31,1002.431515
2003-02-03,1006.495439
2003-02-04,991.498294
2003-02-05,985.694409
2003-02-06,973.538603
2003-02-07,964.813731
2003-02-10,971.785163
2003-02-11,962.730588
2003-02-12,948.580305
2003-02-13,944.506671
2003-02-14,964.50943
2003-02-17,964.50943
2003-02-18,982.583522
2003-02-19,972.301756
2003-02-20,962.055035
2003-02-21,973.071113
2003-02-24,955.670883
2003-02-25,962.769562
2003-02-26,949.545563
2003-02-27,961.666249
2003-02-28,966.63086
2003-03-03,962.276236
2003-03-04,947.394845
2003-03-05,954.058166
2003-03-06,944.224246
2003-03-07,950.651203
2003-03-10,924.550868
2003-03-11,913.859417
2003-03-12,912.677012
2003-03-13,935.737581
2003-03-14,937.521121
2003-03-17,971.113457
2003-03-18,973.863183
2003-03-19,982.763256
2003-03-20,986.288208
2003-03-21,1008.279667
2003-03-24,974.063337
2003-03-25,986.998408
2003-03-26,981.110205
2003-03-27,980.403399
2003-03-28,974.758077
2003-03-31,956.499676
2003-04-01,965.932068
2003-04-02,990.342703
2003-04-03,987.45636
2003-04-04,989.799312
2003-04-07,996.791944
2003-04-08,994.055381
2003-04-09,983.339163
2003-04-10,988.429057
2003-04-11,984.938975
2003-04-14,1006.203958
2003-04-15,1014.501336
2003-04-16,1001.029558
2003-04-17,1013.86153
2003-04-18,1013.86153
2003-04-21,1015.464151
2003-04-22,1038.582358
2003-04-23,1044.544916
2003-04-24,1036.998431
2003-04-25,1018.426752
2003-04-28,1035.786265
2003-04-29,1040.7482
2003-04-30,1041.958548
2003-05-01,1044.328868
2003-05-02,1061.335747
2003-05-05,1059.607675
2003-05-06,1068.427568
2003-05-07,1062.105908
2003-05-08,1054.454578
2003-05-09,1067.944253
2003-05-12,1086.599466
2003-05-13,1089.056701
2003-05-14,1089.744593
2003-05-15,1097.330906
2003-05-16,1097.609047
2003-05-19,1066.67768
2003-05-20,1064.924648
2003-05-21,1074.853047
2003-05-22,1090.657645
2003-05-23,1096.82587
2003-05-26,1096.82587
2003-05-27,1113.932467
2003-05-28,1118.560181
2003-05-29,1110.314556
2003-05-30,1129.682276
2003-06-02,1139.583227
2003-06-03,1137.559705
