Date,RAFI Fundamental High Liquidity US Large Index
2025-10-28,-0.0035460464561882787
2025-10-27,0.0077022401056994205
2025-10-24,0.005973553244673857
2025-10-23,0.005253368760675725
2025-10-22,-0.004158004158004158
2025-10-21,0.0018632270183065458
2025-10-20,0.010965029824574701
2025-10-17,0.005845746237619132
2025-10-16,-0.008839964579070991
2025-10-15,0.004077753249938532
2025-10-14,0.007428456703371555
2025-10-13,0.012280057218344353
2025-10-10,-0.02278595108239012
2025-10-09,-0.00680519835218607
2025-10-08,0.0010252437801878678
2025-10-07,-0.0038657356623570394
2025-10-06,-0.00015127792023117426
2025-10-03,0.004352978713706213
2025-10-02,0.00018995661390941443
2025-10-01,0.0033391527090591566
2025-09-30,0.0017412156434479797
2025-09-29,-0.0010299211156712396
2025-09-26,0.007749673252863687
2025-09-25,-0.004218310991341512
2025-09-24,-0.0004820789078998633
2025-09-23,0.0006968214222811131
2025-09-22,0.0008660331085224016
2025-09-19,-2.2991500808422494e-05
2025-09-18,0.0049986906357348815
2025-09-17,0.0022386216266285786
2025-09-16,0.00011580418284706795
2025-09-15,0.001685858124985451
2025-09-12,-0.00397451993807163
2025-09-11,0.012091116031058169
2025-09-10,0.00045235458359971226
2025-09-09,0.0013980115433580576
2025-09-08,-0.0017931066742548074
2025-09-05,-0.0017122088272146785
2025-09-04,0.00867455881429402
2025-09-03,0.0013835607823406981
2025-09-02,-0.004554346975506829
2025-09-01,0
2025-08-29,-0.0005162057314477275
2025-08-28,0.0009237658331897602
2025-08-27,0.004521755542099548
2025-08-26,0.001433285294650588
2025-08-25,-0.0051006017299737305
2025-08-22,0.017377164174345427
2025-08-21,-0.002631516182632021
2025-08-20,-0.0011831782231680466
2025-08-19,0.0027630688378388335
2025-08-18,-0.0005173099880620979
2025-08-15,-0.0020253365632818543
2025-08-14,-0.0010156070235574077
2025-08-13,0.009734172955823572
2025-08-12,0.013503308838455741
2025-08-11,-0.0024623559238289294
2025-08-08,0.007812117353185766
2025-08-07,9.796718099419621e-05
2025-08-06,0.0022993396558357304
2025-08-05,-5.7275643123855247e-05
2025-08-04,0.010241616174975432
2025-08-01,-0.01339911923014181
2025-07-31,-0.006087330085676745
2025-07-30,-0.005329269865840924
2025-07-29,-0.002236344622315367
2025-07-28,-0.0032953552328798263
2025-07-25,0.002806097835525767
2025-07-24,-0.005238868404424668
2025-07-23,0.008705263497595928
2025-07-22,0.008404181751616946
2025-07-21,0.0008305309698484198
2025-07-18,-0.0011061497043488577
2025-07-17,0.004780817887613864
2025-07-16,0.001998034719947528
2025-07-15,-0.01132619273148261
2025-07-14,-0.00043698866257180224
2025-07-11,-0.005488712727858114
2025-07-10,0.005348156059355791
2025-07-09,0.002685315139173694
2025-07-08,0.0020485972799182406
2025-07-07,-0.00903070924499727
2025-07-03,0.005662991258415406
2025-07-02,0.002403826632125128
2025-07-01,0.010786140548172174
2025-06-30,0.004353023620099705
2025-06-27,0.004239007145045326
2025-06-26,0.008718963746147557
2025-06-25,-0.004431621657575935
2025-06-24,0.007615425215518945
2025-06-23,0.006637093509648029
2025-06-20,0.0010383865330552133
2025-06-19,0
2025-06-18,0.0005743970942262422
2025-06-17,-0.007669740150880178
2025-06-16,0.007703483461161564
2025-06-13,-0.009280567712997012
2025-06-12,0.0029880561687412044
2025-06-11,-0.0028706772454889506
2025-06-10,0.007343208585905314
2025-06-09,0.001595960278322206
2025-06-06,0.011090715048025945
2025-06-05,-0.0024953584629275882
2025-06-04,-0.0036234036234036315
2025-06-03,0.006190232240437243
2025-06-02,0.0013251827469757949
2025-05-30,0.001009867604645498
2025-05-29,0.0033230293663062405
2025-05-28,-0.007364222154034983
2025-05-27,0.017677775271932372
2025-05-26,0
2025-05-23,-0.0045160566104532895
2025-05-22,-0.0023002170991419657
2025-05-21,-0.018351572146203754
2025-05-20,-0.002480175468196455
2025-05-19,0.00010124190064786376
2025-05-16,0.008191213371326445
2025-05-15,0.007766224637619112
2025-05-14,-0.0048453001441647325
2025-05-13,-0.0006393752877189574
2025-05-12,0.027279812938425962
2025-05-09,3.5031484546754754e-05
2025-05-08,0.006869246234700421
2025-05-07,0.002652426085726356
2025-05-06,-0.0057228253703133225
2025-05-05,-0.006385060182030999
2025-05-02,0.013904141131460657
2025-05-01,0.0014900486039661764
2025-04-30,0.0006834056678293177
2025-04-29,0.0050040139149050145
2025-04-28,0.0032484093532711977
2025-04-25,-0.0007868735190234011
2025-04-24,0.014790617485594959
2025-04-23,0.010693421619787369
2025-04-22,0.02430203284109278
2025-04-21,-0.01958942336915992
2025-04-17,0.004895881536325808
2025-04-16,-0.01489734145363042
2025-04-15,-0.0038417176019689414
2025-04-14,0.010100361447993755
2025-04-11,0.015274854236909219
2025-04-10,-0.03211091879417283
2025-04-09,0.0779232137130863
2025-04-08,-0.01663640707118974
2025-04-07,-0.00691788686550443
2025-04-04,-0.05797218050489894
2025-04-03,-0.046505284691442106
2025-04-02,0.0062698882398852795
2025-04-01,0.0007897199069504257
2025-03-31,0.008902822402549582
2025-03-28,-0.015768971777802454
2025-03-27,-0.002313102193195138
2025-03-26,-0.0017996146108332223
2025-03-25,-0.0009159450772190381
2025-03-24,0.013425126129145815
2025-03-21,-0.002084191025113147
2025-03-20,-0.0021908804600848653
2025-03-19,0.007692573044948192
2025-03-18,-0.005002617149624022
2025-03-17,0.010921235253296357
2025-03-14,0.01839255110514304
2025-03-13,-0.008930291197534523
2025-03-12,-0.002532574143291222
2025-03-11,-0.01271738099549058
2025-03-10,-0.018183203392843517
2025-03-07,0.0076943418437414035
2025-03-06,-0.008558790943919758
2025-03-05,0.008486430240690623
2025-03-04,-0.01847588591328797
2025-03-03,-0.013176591104355428
2025-02-28,0.014023154120662795
2025-02-27,-0.005771777424271374
2025-02-26,-0.0043617788760541565
2025-02-25,4.9756607262807506e-05
2025-02-24,-0.00031502590673571085
2025-02-21,-0.013824847117302808
2025-02-20,-0.004306239570190162
2025-02-19,0.0016797266774843944
2025-02-18,0.006186159084382803
2025-02-14,0.0002872384078784762
2025-02-13,0.00952775476387746
2025-02-12,-0.0032948248953333925
2025-02-11,0.003696551266856307
2025-02-10,0.0040777943293688335
2025-02-07,-0.008801451785861447
2025-02-06,-0.0002144223790987443
2025-02-05,0.00340105093301335
2025-02-04,0.00490624090474423
2025-02-03,-0.006025590160682381
2025-01-31,-0.006528219151085257
2025-01-30,0.005623544567209926
2025-01-29,-0.0008415841584157313
2025-01-28,-0.002616896262282231
2025-01-27,0.0025162317573197424
2025-01-24,-0.0004947515110536038
2025-01-23,0.006498464602871623
2025-01-22,-0.001872162762185714
2025-01-21,0.00869013001771446
2025-01-17,0.007763949003822823
2025-01-16,0.0013406973312533044
2025-01-15,0.01515086668093324
2025-01-14,0.005759495850408136
2025-01-13,0.007336744428063424
2025-01-10,-0.013086383827318082
2025-01-08,0.00037672845584157955
2025-01-07,-0.0033280709988480206
2025-01-06,0.0022322192193220403
2025-01-03,0.008434961102582017
2025-01-02,-0.0024176826382853456
2024-12-31,0.001231866579373575
2024-12-30,-0.010197817189631642
2024-12-27,-0.007531522383007472
2024-12-26,0.0015510183325282423
2024-12-24,0.008884290453876842
2024-12-23,0.00349233317030051
2024-12-20,0.010807060150049841
2024-12-19,-0.002854054054054145
2024-12-18,-0.02716778568664069
2024-12-17,-0.006062937472298691
2024-12-16,-0.002635639517911681
2024-12-13,-0.0014574831348379558
2024-12-12,-0.004559774498424818
2024-12-11,0.0011620185922978088
2024-12-10,-0.003152381661578385
2024-12-09,-0.005611182873551113
2024-12-06,0.0001398877606437754
2024-12-05,-0.002478904685293992
2024-12-04,-0.001778032692859255
2024-12-03,-0.003201646561088456
2024-12-02,-0.0020133024681294742
2024-11-29,0.003361330792570838
2024-11-27,-0.0013313077852918909
2024-11-26,0.0007519780291638245
2024-11-25,0.007900481937636483
2024-11-22,0.007862966837708818
2024-11-21,0.00941206051208976
2024-11-20,0.0011495410226720626
2024-11-19,-0.0031283458244111273
2024-11-18,0.00451203629794561
2024-11-15,-0.006958756435180846
2024-11-14,-0.005286921302059877
2024-11-13,0.0011383559481172867
2024-11-12,-0.007078799079261011
2024-11-11,0.004250418413508372
2024-11-08,0.0030750307503075724
2024-11-07,0.00010805329521001994
2024-11-06,0.031092789866561832
2024-11-05,0.011082804755467635
2024-11-04,-0.001937247033590439
2024-11-01,0.0014550493677465415
2024-10-31,-0.009751537346586958
2024-10-30,-0.0008055462717776463
2024-10-29,-0.003696936580034671
2024-10-28,0.005995224434404811
2024-10-25,-0.004403930187017457
2024-10-24,-0.0006067753734657622
2024-10-23,-0.004737643426413696
2024-10-22,-0.001104512357793852
2024-10-21,-0.008399609085394721
2024-10-18,0.0019668588504426765
2024-10-17,-0.001214093603244315
2024-10-16,0.006594245947551647
2024-10-15,-0.004402159677569295
2024-10-14,0.006180711419437879
2024-10-11,0.009691403064509219
2024-10-10,-0.003336612910125214
2024-10-09,0.007603251640043718
2024-10-08,0.0026795052423223
2024-10-07,-0.009180833297649293
2024-10-04,0.008899641422214666
2024-10-03,-0.0032983689006012007
2024-10-02,-0.0012901228196924297
2024-10-01,-0.005525428947773747
2024-09-30,0.0034502883823126496
2024-09-27,0.0037129245957563395
2024-09-26,0.006250000000000089
2024-09-25,-0.005731523378582293
2024-09-24,0.0004915149006621267
2024-09-23,0.003218104432679336
2024-09-20,-0.0021408100549014097
2024-09-19,0.01335759335881792
2024-09-18,-0.0004459289311695702
2024-09-17,0.0016026623461926626
2024-09-16,0.006274620394278729
2024-09-13,0.008227673771846522
2024-09-12,0.0067265977905988095
2024-09-11,0.0017024326867076667
2024-09-10,-0.0019941338484102955
2024-09-09,0.008813632714184116
2024-09-06,-0.013394923279575588
2024-09-05,-0.006024576023779926
2024-09-04,-0.0014928537356676541
2024-09-03,-0.014803275692516715
2024-08-30,0.009266416048905546
2024-08-29,0.003525720128336296
2024-08-28,-0.002418071346294348
2024-08-27,-0.0014662756598241566
2024-08-26,0.0004479853833789793
2024-08-23,0.012468761394864858
2024-08-22,-0.0041890288183927815
2024-08-21,0.004698094068656511
2024-08-20,-0.0035907120248958035
2024-08-19,0.006891688017211406
2024-08-16,0.0036555536640654474
2024-08-15,0.013493757094211078
2024-08-14,0.00411218702700733
2024-08-13,0.012004835152667148
2024-08-12,-0.004629076848186364
2024-08-09,0.0030031966541073096
2024-08-08,0.017576587048633074
2024-08-07,-0.0033074838830233766
2024-08-06,0.010136282985390155
2024-08-05,-0.02701610681555222
2024-08-02,-0.02155493858774271
2024-08-01,-0.01203696306356683
2024-07-31,0.005408444670540025
2024-07-30,0.0045094312558273675
2024-07-29,-8.067913906395496e-05
2024-07-26,0.013639007014865756
2024-07-25,0.00019085530441431686
2024-07-24,-0.011135076840118718
2024-07-23,-0.0031445695702421173
2024-07-22,0.0049065504699485896
2024-07-19,-0.007390329124330908
2024-07-18,-0.00924327339371589
2024-07-17,-0.002314303633103032
2024-07-16,0.01389063031757698
2024-07-15,0.004407743235463224
2024-07-12,0.004999321972607662
2024-07-11,0.0038296443512746414
2024-07-10,0.00966666055819232
2024-07-09,-0.00014658189347149797
2024-07-08,0.0010179470484119602
2024-07-05,0.0013591073970338208
2024-07-03,0.0007719807740027562
2024-07-02,0.004755484967126966
2024-07-01,-0.001245031402458685
2024-06-28,0.0012280928549002201
2024-06-27,-0.0002953937044216648
2024-06-26,-0.0010604453870626251
2024-06-25,-0.004845236893542437
2024-06-24,0.0061306077980594065
2024-06-21,-0.000525995238359056
2024-06-20,0.0019323760829166314
2024-06-18,0.002140355428719598
2024-06-17,0.007731236811144848
2024-06-14,-0.0044618788228074635
2024-06-13,-0.0016333500380497634
2024-06-12,0.004025269748979543
2024-06-11,-0.0020735506067227627
2024-06-10,0.0018631515207974125
2024-06-07,-0.0013303810657935289
2024-06-06,-0.0013750046452856157
2024-06-05,0.006226044685425647
2024-06-04,-0.0030197401532239265
2024-06-03,-0.003640213212487864
2024-05-31,0.014212117501907207
2024-05-30,0.0035822983421236465
2024-05-29,-0.010188329731398493
2024-05-28,-0.004869192812587353
2024-05-24,0.006154393787528134
2024-05-23,-0.012424141503848407
2024-05-22,-0.004063130545343796
2024-05-21,0.001254600972315556
2024-05-20,-0.003200029425558082
2024-05-17,0.0022764557335348545
2024-05-16,-0.0008379913990773646
2024-05-15,0.007515099783825363
2024-05-14,0.004220627969812707
2024-05-13,-9.31697272932297e-06
2024-05-10,0.001876225147017685
2024-05-09,0.0082633738659037
2024-05-08,0.001527005372796264
2024-05-07,0.0019928408844056555
2024-05-06,0.00790107473655155
2024-05-03,0.008399408681628584
2024-05-02,0.007485493230174001
2024-05-01,-0.002671759406618568
2024-04-30,-0.015375702780732414
2024-04-29,0.003708046174230706
2024-04-26,0.003050063104753642
2024-04-25,-0.0065163288181318
2024-04-24,0.0006939097537093097
2024-04-23,0.008677226355756629
2024-04-22,0.007612938130386215
2024-04-19,0.003879427396516366
2024-04-18,0.0008833493501068101
2024-04-17,-0.002700975836431141
2024-04-16,-0.005411234570278589
2024-04-15,-0.007425813542313642
2024-04-12,-0.01496822781831042
2024-04-11,0.0017162849032938965
2024-04-10,-0.012754508299740341
2024-04-09,0.0016692466941456985
2024-04-08,-0.00024240164087263594
2024-04-05,0.007363161651451788
2024-04-04,-0.01026213050752911
2024-04-03,0.0008093550277690209
2024-04-02,-0.007204012080574085
2024-04-01,-0.003368955899815007
2024-03-28,0.0035564505699559046
2024-03-27,0.013851557012409144
2024-03-26,-0.0014121916091504039
2024-03-25,-0.0016992194794038795
2024-03-22,-0.004572490706319821
2024-03-21,0.005137786081270468
2024-03-20,0.010115306950499114
2024-03-19,0.0053312590119145575
2024-03-18,0.004746563983301311
2024-03-15,-0.0023771489426441805
2024-03-14,-0.004750638781111038
2024-03-13,0.0012981721357301357
2024-03-12,0.005171921135345814
2024-03-11,0.0020902730717469176
2024-03-08,-0.0021239308912891497
2024-03-07,0.0073106147824089085
2024-03-06,0.004723255769119472
2024-03-05,-0.004691502528038627
2024-03-04,0.00019191831956333338
2024-03-01,0.004675780421494968
2024-02-29,0.004425335773562189
2024-02-28,-0.0012862420456082324
2024-02-27,0.003376870378636543
2024-02-26,-0.0050301713734008935
2024-02-23,0.002138282021015181
2024-02-22,0.01047094825141981
2024-02-21,0.003197426366017053
2024-02-20,-0.001664594083836568
2024-02-16,-0.00443547600943639
2024-02-15,0.01069992906124373
2024-02-14,0.007834609312163066
2024-02-13,-0.01565844647098491
2024-02-12,0.00507898459603906
2024-02-09,0.002521273242987565
2024-02-08,0.0009167709945487879
2024-02-07,0.004236994505766534
2024-02-06,0.0036463715125982787
2024-02-05,-0.0073868063157687125
2024-02-02,0.004527442044779173
2024-02-01,0.009400000000000075
2024-01-31,-0.013264678999999835
2024-01-30,0.0031755120000003245
2024-01-29,0.0045659080000002294
2024-01-26,0.0015902020000000405
2024-01-25,0.009888925999999909
2024-01-24,-0.0024646600000001184
2024-01-23,0.002402703000000006
2024-01-22,0.0042556380000000615
2024-01-19,0.008533120999999921
2024-01-18,0.003908551000000315
2024-01-17,-0.006950063000000117
2024-01-16,-0.006390772000000267
2024-01-12,-0.0007092619999999883
2024-01-11,-0.0030198150000000368
2024-01-10,0.001131750000000098
2024-01-09,-0.004719504999999846
2024-01-08,0.008799405000000426
2024-01-05,0.0036846269999994963
2024-01-04,-0.0036382449999998734
2024-01-03,-0.007969007999999889
2024-01-02,0.001971516999999867
2023-12-29,-0.003242484999999795
2023-12-28,0.00029122500000000606
2023-12-27,0.0009179749999999043
2023-12-26,0.005770956999999521
2023-12-22,0.002821404000000083
2023-12-21,0.010671539999999924
2023-12-20,-0.014695332999999922
2023-12-19,0.008856820000000099
2023-12-18,0.0036583789999999894
2023-12-15,-0.0036325499999999566
2023-12-14,0.011166323999999728
2023-12-13,0.016639481999999983
2023-12-12,0.00021689599999996645
2023-12-11,0.0053543710000001354
2023-12-08,0.003870738999999901
2023-12-07,0.006848520999999996
2023-12-06,-0.002920817000000131
2023-12-05,-0.005434695000000045
2023-12-04,-0.0014483739999999745
2023-12-01,0.01032142299999994
2023-11-30,0.0068994669999999925
2023-11-29,-2.9199999999951487e-05
2023-11-28,-0.00019956500000006816
2023-11-27,-0.0026923149999998897
2023-11-24,0.0025388639999999185
2023-11-22,0.004905581000000048
2023-11-21,-0.0029961120000001618
2023-11-20,0.004711719999999975
2023-11-17,0.005086163999999949
2023-11-16,-0.004189453000000065
2023-11-15,0.004909947000000026
2023-11-14,0.02182199500000004
2023-11-13,-0.001057265999999779
2023-11-10,0.0127568549999999
2023-11-09,-0.0076633069999998416
2023-11-08,-0.003958575000000075
2023-11-07,-0.002265193000000054
2023-11-06,-0.0029283229999998994
2023-11-03,0.011083488000000141
2023-11-02,0.018702416
2023-11-01,0.005891322000000088
2023-10-31,0.007586008999999949
2023-10-30,0.012329824000000045
2023-10-27,-0.009262612999999975
2023-10-26,-0.005549500000000096
2023-10-25,-0.011679529000000022
2023-10-24,0.006200940999999904
2023-10-23,-0.006076175999999989
2023-10-20,-0.011022988999999872
2023-10-19,-0.0079145679999999
2023-10-18,-0.012235227000000015
2023-10-17,0.004568130000000004
2023-10-16,0.011302598999999969
2023-10-13,-0.001709458000000108
2023-10-12,-0.009314013999999982
2023-10-11,0.0011601039999999951
2023-10-10,0.006878549999999928
2023-10-09,0.009032319999999983
2023-10-06,0.00743428600000029
2023-10-05,-0.0028203340000001464
2023-10-04,0.0020405329999999555
2023-10-03,-0.011952889000000022
2023-10-02,-0.006355990000000089
2023-09-29,-0.00508443599999997
2023-09-28,0.006665045000000092
2023-09-27,0.0027278200000000474
2023-09-26,-0.013828028000000159
2023-09-25,0.0046521809999999775
2023-09-22,-0.00342468600000001
2023-09-21,-0.012592507000000142
2023-09-20,-0.005763780999999968
2023-09-19,-0.0020458000000000975
2023-09-18,0.0002690069999999878
2023-09-15,-0.008937504999999901
2023-09-14,0.011027179000000054
2023-09-13,-0.001820411999999938
2023-09-12,0.00040972100000002953
2023-09-11,0.0034304290000002347
2023-09-08,0.0026110660000002728
2023-09-07,-0.0019203420000000193
2023-09-06,-0.0036546029999998675
2023-09-05,-0.009402117000000043
2023-09-01,0.004514459999999998
2023-08-31,-0.0016491770000000017
2023-08-30,0.0025979730000003087
2023-08-29,0.011748163999999672
2023-08-28,0.007005580000000178
2023-08-25,0.004468396000000041
2023-08-24,-0.01031212199999998
2023-08-23,0.007497401000000181
2023-08-22,-0.005214748999999963
2023-08-21,0.0005297650000000154
2023-08-18,0.0021228650000000293
2023-08-17,-0.007047739999999858
2023-08-16,-0.007270994999999947
2023-08-15,-0.013618312999999826
2023-08-14,0.002053794000000053
2023-08-11,0.0019000000000000128
2023-08-10,-0.000450827000000098
2023-08-09,-0.004517101999999884
2023-08-08,-0.002736785000000075
2023-08-07,0.009372444000000035
2023-08-04,-0.0025976760000000487
2023-08-03,-0.0027877550000002804
2023-08-02,-0.009570388999999624
2023-08-01,-0.0028841640000001334
2023-07-31,0.0035790669999999913
2023-07-28,0.007123935999999942
2023-07-27,-0.004746374999999969
2023-07-26,0.002835824999999792
2023-07-25,0.0010142500000001053
2023-07-24,0.005146914000000002
2023-07-21,0.00036551900000003634
2023-07-20,-0.0006631730000000724
2023-07-19,0.0066309239999999825
2023-07-18,0.007969319000000086
2023-07-17,0.00045492599999996663
2023-07-14,-0.006426781000000381
2023-07-13,0.00485062000000025
2023-07-12,0.004232891000000016
2023-07-11,0.010494658999999906
2023-07-10,0.00432464900000018
2023-07-07,0.0018246059999997843
2023-07-06,-0.009924204000000159
2023-07-05,-0.003986343999999975
2023-07-03,0.003675655000000333
2023-06-30,0.009118214999999763
2023-06-29,0.005939310999999892
2023-06-28,0.00015938400000004016
2023-06-27,0.011157115999999911
2023-06-26,0.0020939710000003053
2023-06-23,-0.006637549999999992
2023-06-22,-0.00040881000000025924
2023-06-21,-0.0017138619999997884
2023-06-20,-0.008351478000000134
2023-06-16,-0.003367528000000064
2023-06-15,0.012395753999999926
2023-06-14,-0.004451653000000055
2023-06-13,0.008268925000000094
2023-06-12,0.0062946200000000285
2023-06-09,-0.0014922250000000137
2023-06-08,0.0017065780000000697
2023-06-07,0.007119615999999995
2023-06-06,0.007929580999999963
2023-06-05,-0.0040378389999998765
2023-06-02,0.02052105400000004
2023-06-01,0.008393000000000095
2023-05-31,-0.007887325999999861
2023-05-30,-0.001783442000000135
2023-05-26,0.010260600000000064
2023-05-25,-0.0020840340000000124
2023-05-24,-0.008174494999999893
2023-05-23,-0.007147371000000069
2023-05-22,0.0001995500000000483
2023-05-19,-0.0034257990000000627
2023-05-18,0.007214005000000023
2023-05-17,0.014200624999999967
2023-05-16,-0.011285050000000019
2023-05-15,0.005469096999999978
2023-05-12,-0.00130366599999987
2023-05-11,-0.0030671650000000383
2023-05-10,-2.36000000000125e-05
2023-05-09,-0.0033870670000000214
2023-05-08,0.00018163599999998503
2023-05-05,0.018742414000000096
2023-05-04,-0.010942187000000048
2023-05-03,-0.007446841000000148
2023-05-02,-0.01569380400000009
2023-05-01,-0.0010960399999999648
2023-04-28,0.009394995000000073
2023-04-27,0.018690482000000008
2023-04-26,-0.008324691000000217
2023-04-25,-0.015842126000000012
2023-04-24,0.0024591169999998996
2023-04-21,-0.0005307789999999812
2023-04-20,-0.006426731000000241
2023-04-19,-0.003223771000000042
2023-04-18,0.0009957380000000793
2023-04-17,0.003156920999999979
2023-04-14,-0.0016782539999998791
2023-04-13,0.008803326
2023-04-12,-0.005442477000000334
2023-04-11,0.0049342949999999774
2023-04-10,0.005364611999999935
2023-04-06,0.0003227580000000341
2023-04-05,0.0013802320000000368
2023-04-04,-0.010183708000000125
2023-04-03,0.0073016280000004485
2023-03-31,0.013152611999999841
2023-03-30,0.004770334000000043
2023-03-29,0.013301690000000033
2023-03-28,0.0015719599999999279
2023-03-27,0.007867569999999935
2023-03-24,0.005933616000000086
2023-03-23,-0.0027126410000000156
2023-03-22,-0.01824353500000009
2023-03-21,0.014446093000000104
2023-03-20,0.012103117000000108
2023-03-17,-0.015207144000000117
2023-03-16,0.014224691999999983
2023-03-15,-0.01510475
2023-03-14,0.013501763000000055
2023-03-13,-0.01087300400000013
2023-03-10,-0.01451908099999999
2023-03-09,-0.019009263000000054
2023-03-08,-0.0005065419999999987
2023-03-07,-0.014457524999999971
2023-03-06,-0.0029107439999997986
2023-03-03,0.012853854999999914
2023-03-02,0.0068016170000000375
2023-03-01,-0.000543416999999935
2023-02-28,-0.0037143379999998727
2023-02-27,0.0010591399999999584
2023-02-24,-0.006623716999999973
2023-02-23,0.002366850999999892
2023-02-22,-0.0013631870000000434
2023-02-21,-0.020120103
2023-02-17,-0.0023158639999998343
2023-02-16,-0.009316389000000203
2023-02-15,0.002447155999999895
2023-02-14,-0.0014735000000001275
2023-02-13,0.01021065000000032
2023-02-10,0.007656598999999931
2023-02-09,-0.009328785000000117
2023-02-08,-0.010029939000000043
2023-02-07,0.01013199000000009
2023-02-06,-0.007142866999999886
2023-02-03,-0.009512484000000043
2023-02-02,0.009156798000000022
2023-02-01,0.006517756000000041
2023-01-31,0.016184924999999906
2023-01-30,-0.010850798999999967
2023-01-27,-0.0010868729999999882
2023-01-26,0.009645833000000215
2023-01-25,0.003292751999999899
2023-01-24,-0.00032519199999991866
2023-01-23,0.009988933999999672
2023-01-20,0.01638411999999989
2023-01-19,-0.006764258000000023
2023-01-18,-0.016159401000000018
2023-01-17,-0.004495406999999951
2023-01-13,0.0028053359999997696
2023-01-12,0.005049530000000191
2023-01-11,0.009866377999999898
2023-01-10,0.008000857000000083
2023-01-09,-0.002954075999999972
2023-01-06,0.022377810000000053
2023-01-05,-0.0048146570000002775
2023-01-04,0.010700141000000052
2023-01-03,-0.0030157320000001597
2022-12-30,-0.0013738410000000423
2022-12-29,0.014631800000000084
2022-12-28,-0.013983850000000131
2022-12-27,0.0010721739999997038
2022-12-23,0.00961735599999991
2022-12-22,-0.012065792000000242
2022-12-21,0.014381948999999894
2022-12-20,0.0032703830000000433
2022-12-19,-0.0071334360000000485
2022-12-16,-0.00954398600000006
2022-12-15,-0.02098334099999999
2022-12-14,-0.005538142000000024
2022-12-13,0.004234676999999909
2022-12-12,0.01589984199999983
2022-12-09,-0.009050618999999926
2022-12-08,0.0035054039999999898
